 ==> 0.0027642056052
Kit, Chunyu ==> 0.000224513689032
Carbonell, Jaime G. ==> 0.000793205943493
Pedersen, Bolette Sandford ==> 2.44734850069e-05
Evens, Martha W. ==> 0.000425990230078
Colby, Kenneth Mark ==> 1.79375499407e-05
Nicolov, Nicolas ==> 0.000315347321649
Niwa, Yoshiki ==> 0.000127061401149
Moreno, Asunci ==> 9.35911908495e-05
Peter, Jan-Thorsten ==> 2.91781306863e-05
Duan, Xiangyu ==> 4.6635030441e-05
Higashinaka, Ryuichiro ==> 9.83894619782e-05
Tokunaga, Takenobu ==> 0.000493452657567
Rodman, R. ==> 3.30292415627e-05
Hanks, Patrick ==> 0.000968634375308
Kakegawa, Jun-ichi ==> 4.49698708742e-05
Bohus, Dan ==> 0.000143039551548
Roth, Ryan ==> 3.64642058593e-05
Tetreault, Joel R. ==> 0.00032855079746
Aone, Chinatsu ==> 0.000647922699664
Weissenbacher, Davy ==> 4.76152300469e-05
Thiesson, Bo ==> 3.04812172638e-05
Firmin, Therese ==> 0.000112299213781
Bader, Brett W. ==> 4.80877276061e-05
Denis, Alexandre ==> 2.90967354252e-05
Chiao, Yun-Chuang ==> 4.02288461097e-05
Sumita, Kazuo ==> 9.93750920086e-05
Broekett, Chris ==> 4.6676073579e-05
Morley, Rebecca ==> 4.01540183768e-05
De Calmes, M. ==> 7.23757811318e-05
Saleem, Shirin ==> 4.31580464056e-05
El Ghali, Adil ==> 2.56528973763e-05
Bental, Diana ==> 2.04269637564e-05
Wansong, Ding ==> 2.48177587385e-05
Gibbon, Dafydd ==> 7.98760336722e-05
Sikkel, Klaas ==> 1.95773657889e-05
Martinovic, Miroslav ==> 5.40016161032e-05
Ishimoto, Hiroyuki ==> 0.000150348123389
Chen, Kang ==> 8.12739346638e-05
Martin, Sean ==> 4.06816421406e-05
Martin, Rachel ==> 0.000188895689419
Ahn, David ==> 0.000167004032347
Dikovsky, Alexander ==> 5.08534701334e-05
Poibeau, Thierry ==> 0.000144854885261
Katrenko, Sophia ==> 7.62025150801e-05
Sable, Carl ==> 4.38454692712e-05
Tanaka, Izumi ==> 2.31846712633e-05
Å najder, Jan ==> 2.35620806624e-05
Mochihashi, Daichi ==> 2.59052269724e-05
Manabu, OKUMURA ==> 4.92741729273e-05
Kazantseva, Anna ==> 4.687796835e-05
Pirrelli, Vito ==> 0.000162088924864
Zschorn, Andrew ==> 1.92262373052e-05
Mihov, Stoyan ==> 8.70334972278e-05
Koch, Ulrich ==> 2.70946426741e-05
Park, Sang-Kyu ==> 2.07235044826e-05
Denis, Pascal ==> 0.00012331232701
Wojtowicz, Beata ==> 5.61345104014e-05
McEnery, Tony ==> 5.3844170802e-05
Imai, Hiroki ==> 2.27251328604e-05
Kubon, Vladislav ==> 0.000169717955518
Srikanth, Munirathnam ==> 8.03669934758e-05
Ko, Jeongwoo ==> 5.138131059e-05
O'Donoghue, Tim F. ==> 2.72626838375e-05
Rathod, Nishit ==> 2.7883382763e-05
Davis, Chris ==> 3.70643878686e-05
Bainbridge, R. I. ==> 2.68243205363e-05
Reyle, Uwe ==> 5.46510913989e-05
Pignataro, Vincenza ==> 2.4822856111e-05
Tidstrom, Frida ==> 3.06433675219e-05
Bloksma, Laura ==> 3.0480654776e-05
Dybkjaer, Laila ==> 2.43964666727e-05
Hagege, Caroline ==> 6.0170733156e-05
Gala, Nuria ==> 3.40582569361e-05
Whitelock, Pete J. ==> 0.000223250165371
Karlsson, Fred ==> 0.00014482318754
Melnar, Lynette ==> 4.76576032251e-05
Seligman, Mark ==> 0.000105470451764
Solorio, Thamar ==> 9.25424680708e-05
Asterias, Jordi ==> 2.73600867211e-05
Finkel, Jenny Rose ==> 0.000340537069305
Chi, David N. ==> 2.23119167e-05
Sato, Manabu ==> 2.32030601771e-05
Weld, Daniel ==> 3.05380984498e-05
Voss, L. Lynn ==> 2.54653379268e-05
Alleva, Fileno A. ==> 8.70718689421e-05
Kang, Seung Shik ==> 0.000157619347974
Hirsh, Susan B. ==> 4.54309784817e-05
Mork, James G. ==> 3.24750687901e-05
Ng, Andrew Y. ==> 0.000237800228648
Barros, Flavia A. ==> 1.96081894932e-05
Durieux, Gert ==> 4.65457486451e-05
Voutilainen, Atro ==> 0.000564633560354
Lungen, Harald ==> 2.41126795879e-05
Alonge, Antonietta ==> 5.39365876178e-05
Payne, Thomas E. ==> 1.89738183553e-05
Karp, Daniel ==> 0.000108501268921
Johnson, Carroll ==> 1.95845394174e-05
Austerweil, Joseph ==> 9.17097872077e-05
Giuliano, Claudio ==> 0.000243066658822
Clemenceau, David ==> 2.40359873339e-05
Kang, Jung-Goo ==> 2.23484734399e-05
Zhong, Hua ==> 2.01316943526e-05
Ozgencil, Necati Ercan ==> 2.39017793633e-05
McNamee, Paul ==> 6.6093743254e-05
Cheng, Xiwen ==> 3.46108761417e-05
Nicholl, Sheldon ==> 3.90868047406e-05
Yvon, François ==> 0.000122176037457
Thayer, Ignacio ==> 0.000181523915515
Han, Na-Rae ==> 7.63037065777e-05
Templeton, Marjorie ==> 9.59339741707e-05
Duff, David ==> 4.38171420296e-05
Bratt, Elizabeth Owen ==> 0.000220105539036
Kondoh, Yohsuke ==> 2.31755890354e-05
Pitrelli, John F. ==> 2.1595784056e-05
Kuruoz, Ilker ==> 8.16970792573e-05
Chang, Jonathan ==> 2.98986722923e-05
Lu, Dajin ==> 2.93646468619e-05
Somasundaran, Swapna ==> 0.000135274902964
Yang, Jianwu ==> 7.3165966063e-05
Zacharski, Ron ==> 4.00548832129e-05
Habert, Benoit ==> 6.34878350593e-05
Chrupala, Grzegorz ==> 6.90235193105e-05
Kolluru, BalaKrishna ==> 2.94728482489e-05
Pop, Horia F. ==> 2.97216688376e-05
Wang, Michelle Q. ==> 7.35392730805e-05
Prasad, Surendra ==> 2.72733973129e-05
Veilleux, Nanette M. ==> 0.000135040523409
Lazzari, Gianni ==> 5.68510650795e-05
Miemietz, Barbel ==> 2.4809555794e-05
Kalra, Virinder S. ==> 2.36523182747e-05
Roche, Emmanuel ==> 0.000144624653753
Carrasco, Rafael C. ==> 3.91796737685e-05
Nallasamy, Udhyakumar ==> 2.44637315083e-05
Shin, Jung H. ==> 3.63093840023e-05
Ito, Takahiko ==> 1.92656769729e-05
Quint, Julien ==> 3.38780538185e-05
Dumitrescu, Cristian ==> 1.80310860736e-05
Van Breugel, Camiel ==> 2.70946426741e-05
Suppes, Patrick ==> 3.02039091605e-05
Tjong Kim Sang, Erik F. ==> 0.00113306989205
Engelkamp, Judith ==> 3.04999692468e-05
Lun, Caesar Suen ==> 3.53222396742e-05
Russell, Graham J. ==> 0.000322248883215
Wen, Yang ==> 3.6445418785e-05
Leech, Fanny ==> 2.81521732395e-05
Becket, Ralph ==> 6.04410049256e-05
Takaki, MAKINO ==> 2.21493723211e-05
Ansari, Daniel ==> 3.17561804234e-05
Diamond, Ted ==> 3.5266629968e-05
Bollegala, Danushka ==> 8.81255835763e-05
Caligaris, C. ==> 1.84891813632e-05
Tsang, Vivian ==> 0.000148937994757
Dobes, Z. ==> 3.72025852464e-05
Elliott, John ==> 3.51600019511e-05
Will, Craig A. ==> 6.03136842178e-05
Levinson, S. E. ==> 6.03425165251e-05
Ganitkevitch, Juri ==> 3.10273463063e-05
Berg-Kirkpatrick, Taylor ==> 4.41112832538e-05
Tsuchiya, Masatoshi ==> 7.71921493659e-05
Creaney, Norman ==> 2.43588713031e-05
Phillips, John ==> 8.36857444757e-05
Veenstra, Mettina ==> 1.94428805216e-05
Hill, Catherine ==> 5.89212641645e-05
Germann, Ulrich ==> 0.000212828552705
Sofkova, Sylvana ==> 2.99338232424e-05
Dada, Ali ==> 4.7959091842e-05
Hennoste, Tiit ==> 3.85031688857e-05
Speranza, Manuela ==> 0.000103030867167
Kountz, Manuel ==> 2.47000312858e-05
Chen, Yi ==> 3.89067197737e-05
Tuttle, Mark S. ==> 0.000122063887922
Krbec, Pavel ==> 0.000157494782711
Zaidan, Omar ==> 4.44827066084e-05
Sripada, Somayajulu G. ==> 0.000133630563457
Suri, Linda Z. ==> 0.00012729360467
Venugopal, Ashish ==> 0.000237823588896
Krellenstein, Marc ==> 2.9422450392e-05
Sahlgren, Magnus ==> 2.3432065513e-05
Chen, Yu ==> 0.00011860630933
Brown, Dunstan ==> 2.41510196377e-05
Amin, Samir K. ==> 3.90680581597e-05
Cahn, Janet ==> 2.99369500716e-05
Meyers, Amnon ==> 0.000111284219898
Bond, Francis ==> 0.000618807540003
Bertagna, Francesca ==> 8.06824369191e-05
Xiao, Jianguo ==> 7.61312654169e-05
Iria, Jos ==> 4.82717847262e-05
Dirksen, Arthur ==> 6.45820918179e-05
Volk, Martin ==> 0.000109071297174
Armstrong, Susan ==> 9.88092187237e-05
Komachi, Mamoru ==> 6.81228742372e-05
Nikoulina, Vassilina ==> 5.33251703794e-05
Takeuchi, Akikazu ==> 2.28776266588e-05
Calder, Jonathan ==> 0.000294515865557
Fugen, Christian ==> 1.87162786628e-05
Chow, Edmond ==> 3.72438462084e-05
Constant, Matthieu ==> 2.34583808174e-05
Dorrepaal, Joke ==> 5.03579903323e-05
Pericliev, Vladimir ==> 8.63222765779e-05
Drabek, Elliott Franco ==> 0.000139459224656
Hauser, Bob ==> 3.49698375921e-05
Bacchiani, Michiel ==> 7.54597448407e-05
Lee, Seungmi ==> 8.08945962092e-05
Demedts, Anne ==> 7.22690164841e-05
Prescher, Detlef ==> 0.000374093944805
Hara, Kazuo ==> 4.60542162464e-05
Hogenhout, Wide R. ==> 9.20989264648e-05
Hiroshima, Nobuaki ==> 2.80090274915e-05
Lee, Young-Suk ==> 0.000273813056865
Chen, Xiao ==> 1.98503652407e-05
Peshkin, Leonid ==> 2.85879682619e-05
Jones, Gareth ==> 2.39406632817e-05
Kroch, Anthony S. ==> 2.09181194566e-05
SÃ¦tre, Rune ==> 7.91654748631e-05
Davies, Todd ==> 6.12849972941e-05
Hirst, Graeme ==> 0.00114420381885
Benajiba, Yassine ==> 2.83501655726e-05
Jiampojamarn, Sittichai ==> 6.25012726926e-05
Willems, Yves ==> 2.2642587018e-05
Henrichsen, Peter Juel ==> 5.88591748814e-05
Ehlen, Patrick ==> 0.00016172334939
Beguin, Annette ==> 1.89941366241e-05
Tjahjadi, Timotius ==> 2.58287673173e-05
Manzano-Macho, David ==> 1.80816003594e-05
Buitelaar, Paul ==> 8.50464976233e-05
Patel, Chirag ==> 1.88632027186e-05
Lane, Pia ==> 2.64612747081e-05
Rodrigues, Irene Pimenta ==> 4.15662019112e-05
Vilares, Manuel ==> 5.64210024911e-05
Zhao, Le ==> 3.6461693122e-05
Bergler, Sabine ==> 0.000396769402846
Li, Xing ==> 1.99362325577e-05
Ichimura, Yumi ==> 4.8126824772e-05
Chandler, Brian J. ==> 8.76001695858e-05
Gamper, Johann ==> 2.11591003593e-05
Vijay-Shanker, K.. ==> 0.000940011880221
Vela, Mihaela ==> 3.07139803628e-05
Zagibalov, Taras ==> 7.73734128099e-05
Ding, Fan ==> 2.61437285593e-05
Bauer, Travis L. ==> 2.59483305215e-05
Csendes, Dora ==> 9.01154806434e-05
Tomono, Masahiro ==> 2.41955204784e-05
Suzuki, Yoshimi ==> 0.000175430398511
Igel, Stefan ==> 3.84120576257e-05
Zhou, Ming ==> 0.000917589545312
Herskovits, Annette ==> 4.71610636823e-05
McCallum, Andrew ==> 0.000727529009694
McIntosh, Tara ==> 4.93604780619e-05
Zhang, Ya ==> 2.09064207579e-05
Hu, Yuxuan ==> 4.79135904221e-05
Zhang, Yi ==> 0.000228998231559
Votrubec, Jan ==> 6.48221195781e-05
Moore, Jeremy ==> 5.89212641645e-05
Chen, Jinying ==> 0.000159548739181
Kojima, Takeyuki ==> 2.80575256119e-05
Stem, Richard M. ==> 2.93942405505e-05
Wu, Youzheng ==> 0.000206358868332
Bierner, Gann ==> 4.43059085011e-05
Collovini, Sandra ==> 2.51660052952e-05
Panttaja, Erin ==> 3.65767072983e-05
Wang, Wen ==> 0.000195684626844
Dalli, Angelo ==> 6.60110141124e-05
You, Jia-Ming ==> 3.66349724208e-05
Wang, Wei ==> 0.00046774386378
Vazquez, Sonia ==> 8.96372981949e-05
Kemighan, Mark D. ==> 7.04535032432e-05
Brown, Michael K. ==> 0.000127033744042
Hecht-Nielsen, Robert ==> 2.78090192972e-05
Weinstein, Clifford J. ==> 8.78916349052e-05
Goh, Hai-Kiat ==> 3.48541037705e-05
Grau, Bernat ==> 2.4003168637e-05
Lecorvé, Gwénolé ==> 1.82180600185e-05
Simon, Petr ==> 3.99425245061e-05
Teng, Wei-Lun ==> 3.63690556543e-05
Wojcik, Richard H. ==> 5.75147593784e-05
Mihalcea, Rada ==> 0.00161359381989
Sloboda, Tilo ==> 4.36267736927e-05
Craven, Patrick ==> 2.92118643497e-05
Wang, Xiao-Long ==> 1.98283227767e-05
Tesar, Bruce ==> 1.7662061298e-05
Romero, Rafael ==> 5.78603027831e-05
Tappe, Heike ==> 2.04259033993e-05
Roussel, David ==> 3.19620500259e-05
Lai, Yu-Tso ==> 3.28752412874e-05
Hana, Jiri ==> 2.72964764863e-05
Keizer, Simon ==> 6.92500453016e-05
Qian, LongHua ==> 3.81358311202e-05
Tsutsumi, Taijiro ==> 0.000103796762159
Wong, Kam-Fai ==> 0.000200833905606
Prat, Federico ==> 2.07647003743e-05
Morihiro, Koichiro ==> 0.000110066124128
Liu, Chao-Lin ==> 4.66998412384e-05
Groenink, Annius V. ==> 2.13693146121e-05
Harashima, Jun ==> 2.97592143594e-05
Broadhead, Matthew ==> 4.99535011515e-05
Murata, Masaki ==> 0.000384584372607
Renger, Bernard ==> 4.71835764933e-05
Sutinen, Erkki ==> 2.74388579812e-05
Vilnat, Anne ==> 4.67443571365e-05
Chmora, Elena M. ==> 5.90918572331e-05
Panckhurst, Rachel ==> 2.13120795733e-05
Mammone, R. ==> 5.05482021416e-05
Janssen, Wil ==> 1.95773657889e-05
Snover, Matthew G. ==> 0.000154120718825
Cinkova, Silvie ==> 2.77361191849e-05
Mendes, Ana ==> 2.82071637037e-05
Tidhar, Dan ==> 0.000135492387417
Fowler, Abraham ==> 3.52017656062e-05
Llopis, Fernando ==> 1.7915096446e-05
McNair, Arthur ==> 4.36267736927e-05
Marwin, Stan ==> 3.16515655188e-05
Casas, Bernardino ==> 2.01747255573e-05
Qiu, Likun ==> 2.20812952922e-05
Gibson, Edward ==> 0.000211724679872
William, Scott ==> 0.000144449545116
Lin, Tsuey-Fen ==> 2.91398252788e-05
Dahllof, Mats ==> 1.82498483426e-05
Nesson, Rebecca ==> 4.84387792572e-05
Davis, Eric ==> 4.20422213452e-05
Baumgartner Jr., William A. ==> 5.86633195193e-05
Cai, Zhiqiang ==> 4.87722784151e-05
Lo, Yong-Sheng ==> 2.36287212842e-05
Malik, M. G. Abbas ==> 6.68968394832e-05
Orr, Michael ==> 2.92118643497e-05
Bengio, Yoshua ==> 3.98427106194e-05
Kaplan, Frederic ==> 5.81467932433e-05
Yuret, Deniz ==> 0.000447158289647
Bonnema, Remko ==> 8.10142121505e-05
Spaan, Edith ==> 1.80939139683e-05
Moreno, L. ==> 2.43327446019e-05
Lim, Heui-Seok ==> 4.39012361078e-05
Khandelwal, Vikash ==> 3.02049995378e-05
Romera, Magdalena ==> 8.04975550534e-05
Pfeffer, Avi ==> 2.85879682619e-05
Bourdon, Marie ==> 2.3465457266e-05
Kim, Grace ==> 0.000341081050114
Clarke, James ==> 0.000145729790857
Ladefoged, Peter ==> 2.40578988763e-05
Sachar, Howard E. ==> 3.87769728686e-05
Wilcox, Lauren ==> 2.39072309183e-05
Beroule, Dominique ==> 7.00822984161e-05
Menezes, Arul ==> 0.000525814830405
Tillmann, Christoph ==> 0.0012994431966
Giouli, Voula ==> 1.92920817212e-05
Forbes-Riley, Kate ==> 0.000159295416199
Rose, Stuart ==> 2.87046591153e-05
Thollard, Franck ==> 6.40787255238e-05
Wang, Bo ==> 6.09637116024e-05
Montero, Juan Manuel ==> 4.29369185587e-05
Dudik, Miroslav ==> 2.98986722923e-05
Mariño, José ==> 7.07200597038e-05
Krieger, Hans-Ulrich ==> 0.000399005098658
Stent, A. ==> 2.78670177121e-05
Lin, Chi-Ching ==> 2.53103032239e-05
Rotaru, Mihai ==> 0.00014482832488
Carroll, John A. ==> 0.00205682371564
Kayaalp, Mehmet ==> 3.71533634322e-05
Bao, Sencheng ==> 2.73827741419e-05
Lee, Yoon Hee ==> 2.93271729396e-05
Ilhan, H. Tolga ==> 0.000102420007239
Furlan, Aidan ==> 2.62150576336e-05
Gorrell, Genevieve ==> 0.000138224657768
Perera, Nadine ==> 3.2631529983e-05
Wermter, Stefan ==> 4.59865840124e-05
Tadic, Marko ==> 6.86086859576e-05
Hall, David ==> 2.88279674053e-05
Nightingale, Stephen ==> 3.27663390962e-05
Weber, Corinna ==> 1.88734406157e-05
Shirai, Kiyoaki ==> 8.1186522869e-05
Malnati, Giovanni ==> 5.6578108703e-05
Teich, Elke ==> 0.000120286393409
Farrow, Elaine ==> 2.19805748929e-05
Amsler, Robert A. ==> 0.000132276300205
Godden, Kurt ==> 2.81877564983e-05
Kan, Min-Yen ==> 0.000374112137167
Derr, Marcia A. ==> 6.91708523956e-05
Kamboj, Sachin ==> 4.62827258563e-05
Melo, Gerard de ==> 2.09560591058e-05
Uytvanck, Dieter van ==> 2.24265264015e-05
Bobrow, Robert J. ==> 0.000813842734121
Zoltowski, Carla B. ==> 1.90432244441e-05
Feng, Fangfang ==> 0.000332177022243
Breen, Jim ==> 4.56000019134e-05
Herrmann, Teresa ==> 5.65016812808e-05
Qu, Kunbin ==> 1.79798139203e-05
Oviatt, Sharon L. ==> 0.000202073816035
Dell'Orletta, Felice ==> 8.39169817635e-05
Pan, Michael J. ==> 2.38428491507e-05
Wright, Jerry ==> 7.40649420173e-05
Platek, Martin ==> 4.42224346085e-05
Sarkar, Avik ==> 2.66501264494e-05
Calera-Rubio, Jorge ==> 2.74544140409e-05
Tomas, David ==> 1.88734406157e-05
Russo, Marina ==> 2.99666415133e-05
Nwesri, Abdusalam F. A. ==> 4.5042029264e-05
Robitaille, Xavier ==> 4.90557218271e-05
Fineman, Linda ==> 6.71479052655e-05
R.J., Rama Sree ==> 1.99140869879e-05
Unno, Yuya ==> 4.09756103017e-05
Reilly, Ronan G. ==> 1.96081894932e-05
Powley, Brett ==> 2.80092064472e-05
Schultz, Stefan ==> 2.78138448447e-05
Okamoto, Hiroyuki ==> 2.05864429202e-05
Young, Robert ==> 4.11542396422e-05
Allison, Timothy ==> 5.05173739144e-05
Bateman, John A. ==> 0.000387047154569
Bangalore, Srinivas ==> 0.00152581701469
Lyon, Caroline ==> 3.98935215861e-05
Carter, Alan W. ==> 3.92102170621e-05
Wagner, Joachim ==> 8.30330568831e-05
Sowa, John F. ==> 3.09361383416e-05
Yamada, Hisao ==> 0.000111284219898
Oquendo, Flavio ==> 8.2401292668e-05
Jancsary, Jeremy ==> 2.73132131308e-05
Stickel, Mark ==> 0.000165366173957
Bates, Rebecca ==> 0.000188895689419
Bronnenberg, W. J. ==> 2.44965155847e-05
Stewart, Robin ==> 6.35804297017e-05
Hamamoto, Takeshi ==> 5.17341957841e-05
Hussain, Sarmad ==> 0.000102161171941
Nakagawa, Seiichi ==> 7.97694333781e-05
Mertineit, O. ==> 2.95322732542e-05
Gallippi, Anthony F. ==> 4.3052149106e-05
Yi, Byoung-Kee ==> 3.6917839572e-05
Boguraev, Branimir K. ==> 0.000913317026669
Rychly, Pavel ==> 4.46017919169e-05
Wang, Zhulong ==> 2.30151538874e-05
Warren, David Scott ==> 4.98769315169e-05
Teeraparbseree, Aree ==> 2.30443391429e-05
Seban, Gabriela ==> 2.21554002449e-05
Nielsen, Leif Arda ==> 5.81532270172e-05
Yamamoto, Hirofumi ==> 0.000156522037896
Amano, Shin-Ya ==> 5.34064948079e-05
Sikorski, Teresa ==> 0.000131109152734
Furugori, Teiji ==> 5.45681018584e-05
Crouch, Richard ==> 0.000592463526165
Cavar, Damir ==> 2.09075107806e-05
Lin, Bor-shen ==> 2.66767873034e-05
Vicedo, Jose Luis ==> 1.88734406157e-05
Kranstedt, Alfred ==> 2.51800832654e-05
Dowdall, James ==> 0.000209116230025
Choi, William ==> 2.77812714805e-05
Aarseth, Paul ==> 0.000175869455135
Justeson, John S. ==> 6.57422847476e-05
Chang, Jason S. ==> 0.000585115006471
Shamsfard, Mehrnoush ==> 3.86956852317e-05
Ti'Vu, Haodong ==> 3.80599124406e-05
Dovedan, Zdravko ==> 3.83626196275e-05
Pal, Miklos ==> 3.6276578067e-05
Koller, Daphne ==> 0.000214328291714
Choi, Jeung-Yoon ==> 2.63399340761e-05
OrÄƒsan, Constantin ==> 0.000192424202732
Scheffer, Tobias ==> 2.95751662984e-05
Ma, Jinshan ==> 4.25029873055e-05
Gratta, Riccardo Del ==> 4.65542629398e-05
Aparicio, Juan ==> 1.96890290846e-05
Jackson, Eric ==> 0.000135350920765
Narayanan, Srinivas ==> 0.000173473828894
Ikeda, Yuuji ==> 2.46267389097e-05
Koike, Asako ==> 5.41467969627e-05
Assadi, Houssem ==> 2.98900565186e-05
Barry, Guy ==> 3.44692273334e-05
Bajcsy, R. ==> 4.80826443227e-05
Pareja-Lora, Antonio ==> 5.15657025807e-05
Vazquez, Gloria ==> 1.88511423391e-05
Chapman, Wendy ==> 4.24647764561e-05
Freedman, Reva ==> 4.68045585018e-05
Collingham, Russell ==> 3.48814664583e-05
Micol, Daniel ==> 3.60122811272e-05
Giles, C Lee ==> 2.80092064472e-05
Pan, Haihua ==> 8.16327523358e-05
Yu, Kun ==> 0.000120433093386
Amble, Tore ==> 1.93545375997e-05
Wachsmuth, Sven ==> 2.17708782393e-05
Seppi, Kevin ==> 9.71202791486e-05
Espinosa, Dominic ==> 5.57129073854e-05
Wu, Jien-Chen ==> 2.89548904783e-05
Ding, Yung-Wei ==> 0.000153876926485
Cho, Hyung Joon ==> 3.84251360015e-05
Pappuswamy, Umarani ==> 2.10025870898e-05
Supnithi, Thepchai ==> 6.60968279683e-05
Matsuoka, Yukiko ==> 3.17192726246e-05
Montgomery, Christine A. ==> 0.000204740818706
L, Sobha ==> 2.49671120368e-05
Lauc, Tomislava ==> 2.590190715e-05
Vandegrift, Jeffrey ==> 6.92691223049e-05
Sedogbo, Celestin ==> 2.22429299895e-05
Vapillon, Jerome ==> 5.55974834036e-05
VanLehn, Kurt ==> 0.000130145394164
Baker, Jeffrey ==> 2.95092465119e-05
Hori, Chiori ==> 4.24176598022e-05
Park, Se Young ==> 4.85978158128e-05
Endres-Niggemeyer, Brigitte ==> 3.18151489547e-05
Kumar, Aman ==> 3.69174058132e-05
Carterette, Ben ==> 2.07126821257e-05
Jiang, Zixin ==> 8.95487868035e-05
Grosz, Barbara J. ==> 0.00213540580497
Prasad, Rohit ==> 4.31580464056e-05
Lee, Insup ==> 2.53076064601e-05
Borkovsky, Arkady ==> 2.34113439948e-05
Ellard, Dan ==> 3.36354304526e-05
McCandless, Michael ==> 6.4022611519e-05
Robinson, Ann E. ==> 2.77187990427e-05
Inui, Hiroko ==> 2.2192805456e-05
Nunberg, Geoffrey ==> 0.0001279582152
Chang, Nancy ==> 0.000240592064821
Molinero, Miguel A. ==> 2.74379007618e-05
Ren, Dengjun ==> 4.78507151073e-05
Byrd, Roy J. ==> 0.000493782305198
Fissaha, Sisay ==> 3.27902063604e-05
Wang, William S. Y. ==> 2.44155221741e-05
Torres-Moreno, Juan-Manuel ==> 2.06618106968e-05
Lu, Chi ==> 0.000146636275159
Gispert, Adrià ==> 4.70619181823e-05
Alphonse, Erick ==> 3.44586459922e-05
Bolognesi, A. ==> 2.25191618069e-05
Reyes, Rodrigo ==> 2.57833893066e-05
Xia, Lei ==> 2.21804738355e-05
Warwick-Armstrong, Susan ==> 0.000245145619974
Robertson, Stephen ==> 3.95913162307e-05
Balari, Sergio ==> 3.71243595641e-05
Washburn, Clay ==> 2.01400575584e-05
Lange, Jean-Marc ==> 0.000106161524031
Crowther, William ==> 2.96663546485e-05
Hui, Bowen ==> 2.77003285137e-05
Passonneau, Rebecca J. ==> 0.000957420803839
Lee, Yong-Hun ==> 4.74287929783e-05
Burden, Hakan ==> 2.02934604118e-05
Banjevic, Stefan ==> 2.76490035557e-05
Gehrke, Manfred ==> 4.08996516637e-05
Seneff, Stephanie ==> 0.0012195903012
Park, Hyun Seok ==> 8.25852103809e-05
Feldweg, Helmut ==> 6.01276291292e-05
Mohamed, Ahmed A. ==> 3.87743907635e-05
Kim, Jessica ==> 3.81964048276e-05
Hristea, Florentina ==> 2.01506516909e-05
Prevot, Laurent ==> 7.02529598457e-05
Thanadkran, Kanokwut ==> 2.57521631772e-05
Perez, Alicia ==> 4.85859254104e-05
Fan, Weiguo ==> 2.19370717007e-05
Carroll, Jeremy J. ==> 0.000119241911417
Johnson, Stephen B. ==> 3.24337163497e-05
Schneider, Mike ==> 1.87162786628e-05
Gebruers, Rudi ==> 4.69328112806e-05
Kim, Taewan ==> 3.30581722709e-05
Van Coile, B. ==> 5.39881880266e-05
Gurevych, Iryna ==> 0.000438969429769
Kitani, Tsuyoshi ==> 3.56620854225e-05
Feng, Ming-Whei ==> 3.08140873747e-05
Wei, Furu ==> 8.12976292218e-05
Tepper, S. ==> 3.64914215833e-05
Heuvel, Henk van den ==> 0.000102892267918
Dudda, Friedrich ==> 6.14557369378e-05
Hatada, Nobuko ==> 4.60273180784e-05
Hurskainen, Arvi ==> 3.79775697824e-05
Mitsumori, Tomohiro ==> 3.45321201546e-05
Klavans, Judith L. ==> 0.000937024228523
Udupa, Raghavendra ==> 5.61818612767e-05
Szafron, Duane ==> 1.97172182129e-05
Björne, Jari ==> 3.29519347305e-05
Yan, Hao ==> 6.48889295801e-05
Sebastiani, Fabrizio ==> 9.13246487776e-05
Wu, Yiu Kei ==> 2.64960005316e-05
Asada, Yoshiaki ==> 2.09950181152e-05
Zhou, Lina ==> 4.13101649371e-05
Burns, Gully ==> 0.000100996181003
Witte, René ==> 2.27997209069e-05
Wunsch, Holger ==> 4.03489687177e-05
Agichtein, Eugene ==> 0.000221136085386
Lubar, Suzi ==> 3.85561661015e-05
Jin, Youbing ==> 3.7552884716e-05
Ireson, Neil ==> 2.12658171205e-05
Sparck Jones, Karen ==> 8.13677710489e-05
Sager, Naomi ==> 5.07354813018e-05
Màrquez, Lluis ==> 0.0011934878707
Da Sylva, Lyne ==> 2.820403877e-05
Zhang, Zhu ==> 7.61445151921e-05
Xiao, Juan ==> 4.741360827e-05
Singh, Pawandeep ==> 2.10796640779e-05
Ebert, Christian ==> 3.17794840119e-05
Smith, Ronnie W. ==> 0.000266125309317
Van Vuuren, Sarel ==> 5.40112500196e-05
Pendar, Nick ==> 2.36517088494e-05
Partee, Barbara H. ==> 5.12061243272e-05
Burgun, Anita ==> 4.1142508791e-05
Lefevre, Fabrice ==> 2.03408300671e-05
Waters, Richard C. ==> 8.57730615082e-05
Sondheimer, Norman K. ==> 0.000409420119135
Chen, Wei ==> 2.67708925117e-05
Hartley, Roger ==> 3.202464493e-05
Momma, Stefan ==> 5.69206356352e-05
Steele, Elizabeth ==> 4.26271563097e-05
Paroubek, Patrick ==> 8.94787823758e-05
