 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
De Marcken, Carl G. ==> 0.000130526378599
Gao, Jun ==> 3.87159671739e-05
Liu, Shujie ==> 4.09029777828e-05
Chafe, Wallace L. ==> 3.75950996729e-05
Kaalep, Heiki-Jaan ==> 2.92112430983e-05
Matusov, Evgeny ==> 0.000287394544764
Wubben, Sander ==> 2.91245326185e-05
Nguyen, Nghi ==> 0.000125281935146
Sun, Maosong ==> 9.6486225056e-05
Chiu, Andy ==> 2.01942027869e-05
Xuan, Weijian ==> 2.09873464545e-05
Ehling, Nicola ==> 3.61675432318e-05
Almas, Yousif ==> 2.53719184873e-05
Kokkinakis, Dimitrios ==> 6.62485440981e-05
Ben Hamadou, Abdelmajid ==> 2.92201446376e-05
Duchier, Denys ==> 0.000150568342909
Nakatani, Christine H. ==> 0.000317726043163
Reddy, Rami ==> 4.69798454469e-05
Turner, Ross ==> 5.77893135622e-05
Truong, Khiet ==> 4.79790926333e-05
Chan, Kwok-Ping ==> 4.38873189789e-05
Goodman, Michael ==> 1.80960523818e-05
Heyer, Gerhard ==> 6.2755000134e-05
Frandsen, Michael ==> 2.41213374278e-05
Noord, Gertjan Van ==> 3.39006149632e-05
Tanev, Hristo ==> 0.000234850531677
Nilsson, Lars ==> 4.41761404225e-05
Dermatas, Evangelos ==> 9.55458850862e-05
Shitaoka, Kazuya ==> 4.45418487372e-05
Chan, Daniel Ka-Leung ==> 1.67481955278e-05
Hearne, Mary ==> 3.36219734159e-05
Soehn, Jan-Philipp ==> 2.04046994935e-05
Carlos, Cohan Sujay ==> 1.93459245747e-05
Domingo, David ==> 2.33700169672e-05
Dukers, Alex ==> 2.00209054433e-05
Suryaganesh ==> 2.29989962951e-05
Quarteroni, Silvia ==> 0.000176187763207
Kondadadi, Ravikumar ==> 3.78791970165e-05
Nanba, Hidetsugu ==> 7.72360095192e-05
Bilac, Slaven ==> 0.000104204149801
Kido, Fuyuko ==> 6.61952530961e-05
Roussinov, Dmitri ==> 4.1990033585e-05
Cheng, Xue-Qi ==> 0.00012435487782
Gatt, Albert ==> 0.000224609012227
Evers, Mark ==> 1.74108489397e-05
Chen, Yu-Quan ==> 3.80664590391e-05
Stent, Amanda J. ==> 2.7426204833e-05
duVerle, David ==> 4.16804188004e-05
Saeys, Yvan ==> 1.79798649481e-05
Terra, Egidio L. ==> 7.9618248662e-05
Packel, Adrian ==> 5.76925032898e-05
Van Halteren, Hans ==> 0.000257146905902
Ishihara, Koichiro ==> 5.50901088217e-05
Gahl, Susanne ==> 6.51869581158e-05
Roth, Michael ==> 7.76584827077e-05
Harmeling, Stefan ==> 1.84171285678e-05
Ozaku, Hiromi Itoh ==> 7.69657765039e-05
Xu, Zhonghui ==> 2.70484267698e-05
Pevzner, Lev ==> 0.000113146395317
Polguere, Alain ==> 0.000207369669415
Baur, Judith ==> 0.00014577114657
Hazen, Timothy J. ==> 7.12621829867e-05
Lison, Pierre ==> 2.38961417108e-05
Manine, Alaine-Pierre ==> 2.90572285915e-05
Lin, Xiaojun ==> 9.36261848735e-05
Ma, Nian Li ==> 2.55378616407e-05
Black, Ezra ==> 6.11374594087e-05
Hashimoto, Chikara ==> 0.000235690979005
Terney, Thomas Vestskov ==> 2.02996878033e-05
Slavcheva, Milena ==> 3.45704677749e-05
Tromble, Roy W. ==> 0.000195302785014
Farrell, Kim ==> 4.26912375632e-05
Sung, Cheng-Lung ==> 5.68230420878e-05
Sun, Jiashen ==> 2.47859293354e-05
Nyberg, Eric ==> 2.33228661865e-05
Ananiadou, Sophia ==> 0.000702417488411
Theune, Mariet ==> 6.45529493398e-05
Jiang, Wei ==> 3.69255746492e-05
Tissen, Anne ==> 3.40058179805e-05
Tummala, Dinesh ==> 4.57656366532e-05
Jensen, Lars J. ==> 4.01437670047e-05
Cellio, Monica J. ==> 3.00306916281e-05
Bloedorn, Eric ==> 8.42476466844e-05
Guez, Stephane ==> 2.53273697003e-05
Beaver, David ==> 4.61975987614e-05
De Ilarraza Sanchez, Arantza Diaz ==> 0.000105175549584
Massó, Guillem ==> 2.14557711065e-05
Roberts, Susan ==> 6.59994664916e-05
Zhu, Xiaodan ==> 0.000106374205835
Parmentier, Thibault ==> 4.9764790841e-05
Yu, Shihong ==> 4.38368096696e-05
Mueller, Erik T. ==> 3.30322555114e-05
He, Yifan ==> 3.00237040327e-05
Li, Jufeng ==> 3.05627418765e-05
Ganev, Hristo ==> 2.20073495563e-05
Tucker, Simon ==> 2.37245761493e-05
Liu, Yandong ==> 3.03478462047e-05
Freitag, Dayne ==> 0.000270185553363
Fum, Danilo ==> 9.63901669577e-05
Zhang, Mingyao ==> 3.06332156926e-05
McDonald, Scott ==> 7.65464527605e-05
Huang, Liang ==> 0.000756403495367
Lee, Chun-Jen ==> 6.27951790293e-05
Colas, Jose ==> 9.10547594453e-05
Rawding, Matt ==> 1.82055871706e-05
Burstein, Mark H. ==> 5.91962126845e-05
Alexander, David ==> 2.42293135007e-05
Sato, Taisuke ==> 1.61476729682e-05
Diagne, Abdel Kader ==> 0.000102292468128
Srdanovi&#263;, Irena ==> 1.82197570242e-05
Cotos, Elena ==> 2.09826161426e-05
Boschee, Elizabeth ==> 2.60437625661e-05
Gupta, Deepa ==> 3.72005327811e-05
Jordan, Desmond A. ==> 4.67842169259e-05
Elliott, Debbie ==> 2.59117100847e-05
Bender, Emily M. ==> 0.000297765204462
Mushin, Ilana ==> 1.72682888113e-05
Trujillo, Arturo ==> 4.40263393608e-05
Tannier, Xavier ==> 6.7886134777e-05
Marinelli, Rita ==> 2.81597202168e-05
Funakoshi, Kotaro ==> 0.000141123885497
Yakhnenko, Oksana ==> 1.88302505897e-05
Park, Youngja ==> 8.74281605399e-05
Sag, Ivan A. ==> 4.08654136983e-05
Piasecki, Maciej ==> 3.86330491702e-05
Masuno, Naruaki ==> 1.9910516227e-05
Snider, Neal ==> 2.36581855367e-05
Lin, Ying ==> 3.76763618941e-05
Moens, Marie-Francine ==> 0.00011216784505
Rau, Lisa F. ==> 0.00018787460863
Schoenmackers, Stefan ==> 6.56191579871e-05
Sakai, S. ==> 5.17292089041e-05
White, Elizabeth ==> 2.16954133738e-05
MacCartney, Bill ==> 0.000235558794965
Hakenberg, J&#246;rg ==> 4.57279811382e-05
Giachin, Egidio ==> 6.30193058666e-05
Tohyama, Hitomi ==> 2.33850825455e-05
Chang, Chao-Huang ==> 6.20054941138e-05
Schroeder, Josh ==> 0.00038189854668
Sangal, Rajeev ==> 6.24199065343e-05
Nasukawa, Tetsuya ==> 0.00025231353257
Olsen, Mari Broman ==> 8.21753514003e-05
Glaysher, Elliot ==> 3.77101584392e-05
Pachunke, T. ==> 2.60347748335e-05
Evans, Roger ==> 0.000533376255619
Suthers, Daniel D. ==> 2.89891407859e-05
Marcus, Mitchell P. ==> 0.0032123910228
Huang, JinHu ==> 2.05911591862e-05
Fredj, Mounia ==> 7.42388225301e-05
Zhou, Yaqian ==> 0.000104413694336
Bhargava, Aditya ==> 2.90941588464e-05
Makhoul, John ==> 0.000315093626302
Epstein, Mark ==> 2.54254490009e-05
Winograd, Terry ==> 1.66470377575e-05
Chung, You-Jin ==> 2.15442654577e-05
Kogure, Satoru ==> 2.30311267012e-05
Whitelaw, Casey ==> 8.09016118508e-05
Ackerman, Christopher ==> 3.40501098079e-05
Iida, Masayo ==> 0.000117644405596
Cavalli-Sforza, Violetta ==> 3.48918613956e-05
Holt, Alexander ==> 2.99913918359e-05
Hale, John ==> 0.000263563831075
Shrobe, Howard ==> 1.88969643903e-05
Botley, Simon ==> 2.04915292084e-05
Zhu, Wei-Jing ==> 0.00102335388581
JanÃ­Äek, Miroslav ==> 3.67123907759e-05
Mare&#269;ek, David ==> 5.443395227e-05
Yoshida, Keiichi ==> 2.73102536102e-05
Yoshino, Toshiaki ==> 1.98695949723e-05
Huang, Ting-Hao ==> 3.73660107093e-05
Lima, Vera Lucia Strube de ==> 3.60546151125e-05
El-Bèze, Marc ==> 2.47052255635e-05
Clement, Lionel ==> 3.91024794067e-05
Kirschner, Zdenek ==> 3.22273278269e-05
Ono, Takahiro ==> 1.59188437943e-05
Hollingshead, Kristy ==> 0.000156276087413
Nitta, Tomoaki ==> 4.27004700435e-05
Pascual-Montano, Alberto ==> 3.65404065814e-05
Jolkovsky, A. ==> 3.18674530867e-05
Mayfield Tomokiyo, Laura ==> 6.41686489348e-05
Yamada, Setsuo ==> 7.6937018137e-05
Hu, Xinhui ==> 4.29689021788e-05
Wooldridge, Michael ==> 2.86327677046e-05
Shrartz, Steven P. ==> 2.98445680673e-05
Eales, James ==> 1.84065256554e-05
Branting, L. Karl ==> 1.60514558784e-05
Fan, Xinghua ==> 2.18452108119e-05
Martins, Andre ==> 6.69620901291e-05
Nouvel, Damien ==> 3.43014251355e-05
Vaz, Paula Cristina ==> 2.14928761995e-05
Wiemer-Hastings, Peter ==> 0.00011090078084
McDonald, Ryan ==> 0.00165618543675
Hathaway, Chris ==> 3.60651328387e-05
Rayson, Paul ==> 0.000131879252942
Mudraya, Olga ==> 5.73205179088e-05
Tribble, Alicia ==> 7.04077396874e-05
Onet, Adrian ==> 1.97534382572e-05
Maedche, Alexander ==> 3.04562903927e-05
Daelemans, Walter ==> 0.0013624959881
Neri, Francesca ==> 1.70958575126e-05
Yoshikawa, Masatoshi ==> 5.86478307387e-05
Reiter, Raymond ==> 2.79747580484e-05
Lewandowska-Tomaszyk, Barbara ==> 2.59907025901e-05
DeSouza, Peter V. ==> 0.000428074683558
Ruhlen, Paul ==> 0.000130525715659
Marcinkiewicz, Mary Ann ==> 0.00205427163089
Vincze, Veronika ==> 5.63437429805e-05
Kadri, Youssef ==> 1.84392127551e-05
Tesler, Larry ==> 3.6541302623e-05
Hays, Ellen ==> 8.56083098493e-05
Sini, Margherita ==> 1.61905935749e-05
Guo, Wenyuan ==> 8.78009846369e-05
Smadja, Frank A. ==> 0.000717560862608
Halpern, Jack ==> 3.56563029869e-05
Velardi, Roma ==> 2.01786820699e-05
Sun, Gordon ==> 4.57979364477e-05
Good, Jeff ==> 3.52834534133e-05
Goldwasser, Dan ==> 8.84349691357e-05
Cohen-Sygal, Yael ==> 4.17513963426e-05
Jarecki, Stanislaw ==> 1.85747453269e-05
Castell, Nuria ==> 2.28572550252e-05
Mitra, Rudradeb ==> 2.24070132145e-05
Lamel, Lori F. ==> 9.99932726901e-05
Gottwald, Sebastian ==> 1.62921113351e-05
Xu, Jinxi ==> 0.000195406048419
Gaizasukas, Robert ==> 2.01971423155e-05
Cruz, Fernando ==> 1.84400942783e-05
Bj&#246;rne, Jari ==> 2.05146337935e-05
Oshika, Beatrice T. ==> 3.7594999994e-05
Stein, Adelheit ==> 4.45854830583e-05
Pai, Carol ==> 2.20733900291e-05
Symonenko, Svetlana ==> 2.13953406915e-05
Kording, Konrad P. ==> 5.17251252124e-05
Boyle-Hinrichs, Marie ==> 2.11827046813e-05
Goss-Grubbs, David ==> 2.28213049062e-05
Novák, Attila ==> 3.06828437375e-05
Badulescu, Adriana ==> 0.000253604166108
Van Noord, Gertjan ==> 0.000653190506158
Arabsorkhi, Mohsen ==> 2.88884432403e-05
Wang, Huizhen ==> 9.11490258285e-05
Prakash, Sushant ==> 7.43589829663e-05
Sébillot, Pascale ==> 1.63247149356e-05
Hausman, Kevin ==> 7.76738095317e-05
Collobert, Ronan ==> 3.43561439229e-05
Wu, Xiaoyun ==> 4.66166808821e-05
Galron, Daniel ==> 4.79471986742e-05
Kim, Eunju ==> 3.19912809904e-05
Hutchens, Jason L. ==> 2.65744190005e-05
Yoshida, Minoru ==> 4.89322608965e-05
Smrz, Pavel ==> 1.97598165096e-05
Paris, CÃ©cile L. ==> 0.000506249387549
Kharrat, Alma ==> 2.09802445788e-05
Turian, Joseph P. ==> 0.000194411605641
Bernth, Arendse ==> 3.77793726092e-05
Beamer, Brandon ==> 4.04868337458e-05
Globerson, Amir ==> 6.45600989243e-05
Broker, Norbert ==> 0.00020015671355
Damper, Robert I. ==> 5.6099010311e-05
Munteanu, Cosmin ==> 4.69481960677e-05
Balakrishnan, Sreeram ==> 2.32193197686e-05
Colineau, Nathalie ==> 3.45026687602e-05
Yang, Dong ==> 1.96693050848e-05
Kumar, Ravi ==> 4.30932826392e-05
Wang, Xiaolong ==> 7.98805769548e-05
Eklund, Robert ==> 0.000100044677592
Nguyen, Long ==> 0.000128794145197
Wu, Yu-Chieh ==> 0.000176079757519
Mobius, Bernd ==> 3.26254797931e-05
Wang, Yue ==> 1.60229709489e-05
Nakagawa, Tohru ==> 4.46694811137e-05
Gurrutxaga, Antton ==> 1.82143781299e-05
Rebholz-Schuhmann, Dietrich ==> 3.4079195417e-05
Rosenberg, Aaron ==> 2.11192741287e-05
Chester, Daniel ==> 6.56626994797e-05
Kingsbury, Paul ==> 0.000516380746769
Dahl, George ==> 2.5548386784e-05
Stellato, Armando ==> 2.15955365705e-05
Hong, Jia-Fei ==> 2.75080361269e-05
Thompson, Bozena Henisz ==> 0.000129161416138
Boonthum, Chutima ==> 2.30983692933e-05
Wu, Chunyao ==> 3.62486127146e-05
Ecker, Doris ==> 2.83075976456e-05
Whitton, Laura ==> 4.61975987614e-05
Junfeng, Hu ==> 2.86662495946e-05
Eriguchi, Yoshio ==> 4.35333300695e-05
Kazawa, Hideto ==> 0.000111536387613
Meng, Helen ==> 1.95470916382e-05
Kowalski, Andrea ==> 5.58571470998e-05
Matsuo, Mamoru ==> 2.45685476963e-05
Langmead, Greg ==> 3.22424154803e-05
Dumoulin, Benoit ==> 2.12862479408e-05
Kim, Su Nam ==> 0.000248266000065
Stark, Litza ==> 2.11192741287e-05
Balasubramanian, Vijay ==> 0.000114038291277
Trommer, Jochen ==> 2.20399481568e-05
Canon, Stephen ==> 0.00014549606643
Woods, William A. ==> 0.000190516587929
Bechet, Frédéric ==> 1.80270627948e-05
Chatterjee, Niladri ==> 3.35181052596e-05
Davis, Randall ==> 6.99068173658e-05
Spohr, Dennis ==> 3.32096970712e-05
Sedding, Julian ==> 2.08152452098e-05
Wu, Jian-Cheng ==> 0.000136911855843
Kizawa, Makoto ==> 3.5061971348e-05
Taguma, Haruka ==> 1.69269843645e-05
Mur, Jori ==> 6.28948015825e-05
Popelinsky, Lubos ==> 2.26608030983e-05
Reining, Astrid ==> 3.92084850318e-05
Xie, Zhuli ==> 4.09631019571e-05
Durme, Benjamin Van ==> 3.40223168596e-05
Popat, Ashok C. ==> 0.000122756020121
Sacerdoti, Earl ==> 2.01084624047e-05
Yokoyama, Shoichi ==> 4.82467182686e-05
Tellier, Isabelle ==> 2.12870017965e-05
Goldstein-Stewart, Jade ==> 4.43489063811e-05
Ponte, Jay ==> 6.56509614738e-05
Satou, Kenji ==> 2.48705309871e-05
Xue, Xiangyang ==> 2.04909981754e-05
Di Manzo, Mauro ==> 8.46564848633e-05
Jeuniaux, Patrick ==> 2.24070132145e-05
Oemig, Frank ==> 2.37131319264e-05
Hinrichs, Erhard W. ==> 0.000223665829496
Kimura, Kenji ==> 3.05227763502e-05
Abb, Bernd ==> 3.37786542021e-05
Watanabe, Satoru ==> 3.91622841666e-05
Williams, John ==> 0.000196881290819
Marton, Yuval ==> 0.000255241663515
Fong, Cynthia ==> 3.52339069042e-05
Goertzel, Izabela ==> 3.44219302325e-05
Jiang, Yuankai ==> 2.83526722638e-05
Taylor, Gregory S. ==> 1.83352074672e-05
Constantin, Alexandra ==> 0.000370143147478
De Braekeleer, Gert ==> 2.87211276747e-05
Xi, Chenhai ==> 5.38514095982e-05
Prokopidis, Prokopis ==> 2.03610749082e-05
Wy, Wei ==> 5.2482024496e-05
Tisher, Gordon ==> 1.80742916504e-05
Croce, Danilo ==> 5.19420868735e-05
Novák, Václav ==> 6.83847474099e-05
Demberg, Vera ==> 8.77398270643e-05
Yong, Wai Keong ==> 2.92002765874e-05
Halteren, Hans van ==> 0.000116512934721
Foth, Kilian A. ==> 0.000168797318274
Shinzato, Keiji ==> 7.41797931774e-05
Fossum, Victoria Li ==> 0.000151425566501
Qin, Hauwei ==> 8.55613278354e-05
Schehl, Jan ==> 5.66680782253e-05
Godfrey, John J. ==> 0.000169003933583
Wang, Houfeng ==> 5.04043173296e-05
Riehemann, Susanne ==> 2.41213374278e-05
Balog, Krisztian ==> 3.90950799992e-05
Sandra, Dominiek ==> 2.94998538969e-05
Martínez, Paloma ==> 3.48512558529e-05
Cohen, K. Bretonnel ==> 0.000201898372795
Joshi, Aravind K. ==> 0.00283820482925
Mammini, Michele ==> 2.58803690624e-05
Müller, Christoph ==> 2.09886170244e-05
Nerbonne, John ==> 0.000261062792867
Banga, Eduardo R. ==> 5.63961657194e-05
Fouquere, Christophe ==> 5.18402329444e-05
Ginzburg, Jonathan ==> 0.000149951712931
Li, Xiang-Bing ==> 2.75080361269e-05
Wechsler, Allan ==> 9.28968952962e-05
Zens, Richard ==> 0.00116201418319
Bloom, Kenneth ==> 5.73861710777e-05
Bekavac, Bozo ==> 4.10853256542e-05
Czuba, Krzysztof ==> 0.000117625096585
Fouet, Jean-Baptiste ==> 3.55720833513e-05
Sun, Ang ==> 9.31871310424e-05
Kitamura, Mihoko ==> 8.72591704017e-05
Heeman, Peter A. ==> 0.000430625327694
Drager, David ==> 1.7983431614e-05
Bush, Caroline ==> 2.63299445757e-05
Sugimoto, Shigeo ==> 1.82607893267e-05
Liang, Huashen ==> 4.79001037184e-05
Kimber, Don ==> 0.000114038291277
Bertrand, Roxane ==> 1.76722295097e-05
Carayannis, George ==> 1.86705500162e-05
McAllester, David ==> 4.40151598305e-05
Torii, Manabu ==> 7.71060065652e-05
Akerberg, Ola ==> 3.47300190225e-05
Fung, Kuao-Ann ==> 2.84097807624e-05
Dharmanolla, Chitti ==> 1.74874174183e-05
Goldman, Seth R. ==> 4.37703411446e-05
Bottner, Michael ==> 2.71751667373e-05
Cai, Keke ==> 1.98709908745e-05
Setzer, Andrea ==> 9.3327979314e-05
Zaghouani, Wajdi ==> 4.1874370912e-05
Dehmer, Matthias ==> 2.22809767682e-05
Eryigit, Gulsen ==> 0.000232587577447
Hall, Tasha ==> 1.90010644986e-05
Keyser, Paul ==> 1.68482233989e-05
Aylett, Ruth ==> 7.724588197e-05
Zajac, Remi ==> 0.000470554163881
Cheikes, Brant A. ==> 1.80997964288e-05
Moraes, Silvia ==> 1.73250445563e-05
Simões, Alberto ==> 2.16419396258e-05
Zheng, Yabin ==> 2.27792779747e-05
Pounder, Amanda ==> 2.73044498861e-05
Chan, Hilary ==> 1.98008161694e-05
Hahn, Walther V. ==> 2.66039575097e-05
Yaich, Elyes ==> 4.73213748459e-05
Hardcastle, David ==> 6.7164111591e-05
Stern, Richard M. ==> 0.000124977002989
Fotiadis, Konstantinos A. ==> 5.86281048075e-05
Teufel, Simone ==> 0.000876640656245
Wong, Wilson ==> 2.94560843731e-05
Prinsloo, Danie ==> 2.45027123164e-05
Nakano, Yukiko I. ==> 0.000162118871102
Lee, Minsuk ==> 3.45351438021e-05
Herring, Patrick ==> 2.48772876579e-05
Cole, Jennifer ==> 2.33014633644e-05
Veilleuz, N. M. ==> 5.10659724225e-05
Fernandez, Ana ==> 1.66991875278e-05
Li, Huifeng ==> 8.93115862519e-05
Pekar, Viktor ==> 9.9377772338e-05
Petrelli, Daniela ==> 3.08161110318e-05
Tishby, Naftali ==> 0.000381870181079
Moshagen, Sjur Norstebo ==> 3.59194808189e-05
Furuse, Osamu ==> 0.000263575446411
Roberts, Ian ==> 3.4762815732e-05
Habel, Christopher U. ==> 0.000150729007815
Jun-Sheng, Zhou ==> 2.60443205935e-05
Yamada, Ichiro ==> 1.98034434758e-05
Geiss, Johanna ==> 2.75080343123e-05
Mochizuki, Hajime ==> 9.24830732819e-05
Frunza, Oana ==> 3.21148537866e-05
Goecke, Karl Ulrich ==> 1.62420692085e-05
Park, So-Young ==> 5.89711636897e-05
Baudis, Manja ==> 5.55848474605e-05
Sporleder, Caroline ==> 0.000233344730236
Porzel, Robert ==> 0.000300012035459
Hakoda, Keita ==> 2.33194546517e-05
Schneider, Karl-Michael ==> 5.28155187746e-05
Rosti, Antti-Veikko I. ==> 3.68646990306e-05
Neumann, G&#252;nter ==> 1.84269026147e-05
Papageorgiou, Harris ==> 8.34081642598e-05
Huang, Zhongqiang ==> 9.67818847553e-05
Kim, Kyungsun ==> 4.23004030424e-05
Nakamura, Alan M. ==> 4.37703411446e-05
Zhang, Qi ==> 0.000124845503884
Skadins, Raivis ==> 2.22921528739e-05
Ellman, Jeremy ==> 6.27912556606e-05
Damianos, Laurie E. ==> 7.41419973574e-05
Yamashita, Tatsuo ==> 2.67846980045e-05
Nelson, Peter C. ==> 3.96641638477e-05
Ma, Qing ==> 0.000263835930501
Szarvas, György ==> 0.000107759993133
Jang, Fong-Lin ==> 3.45932216796e-05
Sohn, Dae-Neung ==> 1.70788739884e-05
Ferres, Daniel ==> 4.11508061882e-05
Giesbrecht, Eugenie ==> 6.01435858488e-05
Faa&#223;, Gertrud ==> 2.45027123164e-05
Mashuichi, Hiroshi ==> 3.61878826105e-05
Nakamura, Satoshi ==> 2.78181886224e-05
Hammarstrï¿½m, Harald ==> 8.6251386039e-05
Chen, Boxing ==> 0.000173184596501
Raman, S. ==> 2.42571448796e-05
Callison-Burch, Chris ==> 0.00130232462785
Baert, E. ==> 2.79698030937e-05
Millies, Sebastian ==> 2.16502945657e-05
Kinsella, Thomas ==> 1.72397157444e-05
Liu, PengYuan ==> 2.47596013105e-05
Battista, Marco ==> 1.64938481812e-05
Nenadi&#x107;, Goran ==> 1.94359305887e-05
Tong, Loong Cheong ==> 2.63955035426e-05
Takeda, Koichi ==> 0.000244987606316
Zampolli, Antonio ==> 3.61071218012e-05
Palmer, David ==> 4.34314634429e-05
Pianta, Dorcas ==> 3.77148278673e-05
Alexander, James H. ==> 3.47584993279e-05
Yu, Edmund S. ==> 9.31459757126e-05
&#352;tep&#225;nek, Jan ==> 6.596574247e-05
Hong, Tao ==> 3.66773418305e-05
Son, Sunghoon ==> 4.10841447437e-05
Gross, Maurice ==> 0.0001056674805
Boettner, Carolyn ==> 1.90469007004e-05
Gates, Barbara ==> 8.42476466844e-05
Manchon, Pilar ==> 2.50859201031e-05
Martí, M. Antonia ==> 2.73928811951e-05
Yasuda, Norihito ==> 5.15370704962e-05
Lonning, Jan Tore ==> 2.12906706405e-05
Baptista, Jorge ==> 4.78859793603e-05
Piatko, Christine ==> 7.79683624668e-05
Tanabe, Lorraine ==> 0.00010729506728
Ladner, Richard ==> 2.8529954492e-05
Flickinger, Daniel P. ==> 0.000621261889473
Couto, Javier ==> 3.1012222809e-05
Zhu, QiaoMing ==> 0.000104258397938
Andres, Frederic ==> 2.09391093076e-05
Mowery, Danielle ==> 2.19555669024e-05
Adachi, Fumihiro ==> 2.57358717255e-05
Nissim, Malvina ==> 0.000438846541079
Cohen, Philip R. ==> 0.000332183959705
Donner, Jeff ==> 2.47507561068e-05
Liu, Hui ==> 8.79178994731e-05
Ragno, Robert ==> 2.38645011508e-05
Cherry, Colin ==> 0.000743039093688
Danescu-Niculescu-Mizil, Cristian ==> 3.88224912425e-05
Karger, David ==> 2.83989888822e-05
Wettler, Manfred ==> 4.94089818256e-05
McConachy, Richard ==> 3.13833149385e-05
Roy, Shourya ==> 4.32956448613e-05
Hwa, Rebecca ==> 0.000615677956901
Mikhailian, Alexander ==> 1.70774870643e-05
Rehm, Georg ==> 2.86173873236e-05
Cepen, Stephan ==> 4.98197202277e-05
Edmonds, Philip G. ==> 0.000133376812699
Huber, Alexander ==> 1.99758326308e-05
Richman, Alexander E. ==> 3.34388585658e-05
Wilcock, Graham ==> 0.000107530820577
Zaidan, Omar F. ==> 9.31698342347e-05
Chantree, Francis ==> 1.71740709895e-05
Chou, George ==> 3.32812656024e-05
Lee, WonIl ==> 2.0092401017e-05
Yarrington, Debra ==> 1.96987289933e-05
Vieira, Renata ==> 0.000451659336644
Pletat, Udo ==> 2.17401742232e-05
Cheng, Hua ==> 0.000174557887379
Adda-Decker, Martine ==> 3.6403706222e-05
Guo, Yikun ==> 6.75438870352e-05
Densham, Ian ==> 1.81320856913e-05
Kikuchi, Norihiro ==> 2.76608107813e-05
Villasenor-Pineda, Luis ==> 2.67474958238e-05
Marom, Yuval ==> 2.10010763503e-05
Hsieh, Cho-Jui ==> 1.69538664043e-05
Ritzke, Johannes ==> 5.36563314121e-05
McCarthy, Joseph ==> 0.000206411650177
Cooper, Robin ==> 9.30630119253e-05
Liu, Kangmiao ==> 1.98709908745e-05
Sierra, Gerardo ==> 2.79678458986e-05
Karimi, Sarvnaz ==> 6.13653338738e-05
Boudin, Florian ==> 1.84923297862e-05
Satta, Giorgio ==> 0.000682885202157
Noeman, Sara ==> 3.59225711307e-05
Besacier, Laurent ==> 5.99231842939e-05
Thelen, Michael ==> 0.000174490347293
Horn, David ==> 2.68828680895e-05
Gauvain, Jean-Luc ==> 0.000165790759163
Quang Long, Nguyen ==> 2.65453602635e-05
Shibata, Tomohide ==> 8.67964222688e-05
George, Sarah ==> 6.18917367528e-05
Veeramachaneni, Sriharsha ==> 3.19992019526e-05
Shen, Siwei ==> 2.57134569356e-05
Foltz, Peter W. ==> 3.32207656963e-05
Shemtov, Hadar ==> 4.07161960442e-05
Mori, Yoshiki ==> 8.71936159569e-05
Grimley-Evans, Edmund ==> 6.02508527965e-05
Kothari, Anubha ==> 5.27733105486e-05
Dalzel-Job, Sara ==> 1.72109022617e-05
Litman, Diane J. ==> 0.00142121215445
PaÅŸca, Marius ==> 7.84465330763e-05
Ogata, Norihiro ==> 7.38804554407e-05
Ohta, Kazuhisa ==> 1.66011310388e-05
Toole, Janine ==> 8.68163315083e-05
Zeng, Guangping ==> 1.93849882864e-05
Reithinger, Norbert ==> 0.000244278368386
Yamamoto, Tadashi ==> 5.02184391352e-05
Perrault, Francois ==> 6.0066752699e-05
Karagjosova, Elena ==> 5.22059146437e-05
Martí, M. Antònia ==> 0.000163774386186
Li, Yunyao ==> 3.09283040307e-05
Haskell, Benjamin R. ==> 2.16647595636e-05
Podile, Kholisa ==> 2.76210928425e-05
Zeevat, Henk ==> 0.000150755277413
Toda, Seinosuke ==> 5.01206106786e-05
Agarwal, Apoorv ==> 3.205517722e-05
Han, Hyoil ==> 1.9625684361e-05
LU, Jie ==> 4.56415965168e-05
Karger, David R. ==> 4.41938863818e-05
Markantonatou, Stella ==> 3.31762719564e-05
Masterman, Lisa N. ==> 2.32864849561e-05
Martin, J. C. ==> 2.40523324298e-05
Cardey, Sylviane ==> 1.7285205505e-05
LÃª, Há»“ng PhÆ°Æ¡ng ==> 3.37722904552e-05
Gon&#231;alo Oliveira, Hugo ==> 3.09678165734e-05
Wang, Jun ==> 2.52366812364e-05
Cheung, Jackie Chi Kit ==> 4.50575365993e-05
Godfrey, Katherine ==> 2.41436379414e-05
Hosaka, Junko ==> 3.7539435422e-05
Moilanen, Karo ==> 3.65054949524e-05
Tokhisa, Ryoko ==> 3.16796478132e-05
Park, Young C. ==> 4.1873579712e-05
Ward, Arthur ==> 1.77485309417e-05
Richardson, Megan ==> 2.24522336534e-05
Qu, Yan ==> 0.00010214615418
Karakos, Damianos ==> 0.00010295828649
Takeichi, Masato ==> 5.1205648247e-05
