 ==> 0.0272685061979
Kit, Chunyu ==> 0.000504029339336
Kupiec, Julian ==> 0.00372867715473
Walkerdine, James ==> 1.88245046253e-08
Feddes, Hendrik ==> 4.0287197277e-10
Prevete, Roberto ==> 2.82022549397e-05
Heylen, Dirk ==> 5.08092752114e-06
Arez, Pedro ==> 1.16711037386e-08
Andrew, Galen ==> 2.93445065681e-05
Farwell, David ==> 0.00013675860512
Lee, Yong-Won ==> 2.11471851151e-08
Pong, Sandiway ==> 0.0
Winder, Ransom ==> 0.0
Hartrumpf, Sven ==> 8.23362985886e-05
Huang, Yun ==> 6.04364300435e-08
Basu, Anupam ==> 0.000255621866163
Enomoto, Kousuke ==> 4.06349072636e-08
Munson, Art ==> 9.3752009276e-08
Liu, Yuanjie ==> 5.29089369331e-08
Wang, Jong-Nae ==> 0.0
Lioma, Christina ==> 8.32233083439e-07
Mao, Yu-Hang ==> 6.5669974101e-07
Takano, Akihiko ==> 3.15178573592e-07
Robinson, Jane J. ==> 8.52821488692e-06
MacIntyre, Robert ==> 0.000127673577466
Carbonnell, Jaime G. ==> 4.76390156315e-08
Lin, Frank ==> 1.22851214804e-07
Daniel, Naomi ==> 1.0647748523e-07
D'Haro, Luis F. ==> 0.000109746170889
Hasler, Eva ==> 3.97940534083e-07
Manour, Saib ==> 4.2021428046e-07
Paris, Inalco ==> 1.65177508836e-08
Brunning, Jamie ==> 7.14293973185e-08
Niu, Cheng ==> 0.000261687708292
Chin, Andy C. ==> 0.0
Johnson, Howard ==> 2.96874415038e-05
Cooper, Richard P. ==> 0.000221386927727
Philp, Christina ==> 1.35011519418e-06
Loeff, Nicolas ==> 5.72874819742e-08
Pettersson, Paul ==> 1.58137389018e-09
Moran, Douglas B. ==> 0.000472809407153
Power, Richard ==> 0.000642389359053
Bickmore, Timothy W. ==> 1.01419997395e-05
Peterson, Erik ==> 7.7367783906e-06
Cailliau, Frederik ==> 0.0
Hajic, Jan ==> 0.00305953828936
Hori, Koichi ==> 0.0
Lin, Wei-Hao ==> 0.000122192005666
Higasa, Wataru ==> 7.71730001658e-07
Tucker, Gordon H. ==> 3.74848725579e-07
Pianesi, Fabio ==> 0.000103239632532
Finkel, Raphael ==> 0.0
Branco Ribeiro, Gabriela Castelo ==> 1.55657255293e-06
Lorente, Mercè ==> 8.64126720613e-09
Okada, Yoshihiro ==> 0.0
Hafiz, Rahmatullah ==> 8.16343616379e-08
Zelenko, Dmitry ==> 0.000116026071624
Grozea, Cristian ==> 6.53189981541e-08
Matsuda, Takeo ==> 2.10098587859e-09
Guthrie, David ==> 2.15069903746e-06
Tang, Li ==> 4.20013197793e-06
Bookman, Lawrence A. ==> 0.0
Louwerse, Max ==> 1.46704485439e-07
Shih, Chilin ==> 0.000179510092244
MÃ­rovskÃ½, JiÅ™Ã­ ==> 0.0
Planul, Jennifer ==> 0.0
Lascarides, Alex ==> 0.00173945103141
Allauzen, Alexandre ==> 1.15622266086e-06
Subba, Rajen ==> 7.96395989842e-06
McKee, Douglas ==> 5.73915454207e-05
McKay, Donald P. ==> 1.35882431006e-06
BingQuan, Liu ==> 1.28595890716e-09
Park, Jun-Sik ==> 3.57463447248e-08
Biemann, Christian ==> 0.00116551557047
Forster, Peter ==> 0.0
Ohnishi, Noboru ==> 6.82716768352e-07
Sanchez Peiro, Joan Andreu ==> 2.76492379888e-06
Wang, Chun-Hung ==> 4.01965146344e-05
Lin, Yi-Chung ==> 2.23764808662e-05
Wu, Xiaofeng ==> 2.02497174535e-06
Rupp, C.J. ==> 1.50858863304e-05
Shi, Wu-Guang ==> 1.42319256098e-06
Haug, Peter ==> 2.31150468139e-05
Nakajima, Hideharu ==> 2.51557349837e-07
Tae, Yoon-Shik ==> 3.04637654632e-07
Oh, Alice H. ==> 7.90794914257e-06
Francez, Nissim ==> 6.31174523044e-05
Rehkamper, Klaus ==> 1.94045692363e-05
Collier, Alex ==> 9.96802873556e-11
ForÄƒscu, Corina ==> 0.0
Rojas, Isabel ==> 1.85818174959e-07
Lavrenko, Victor ==> 4.35277986115e-07
Thompson, Paul ==> 1.71862492037e-05
Brinckmann, Caren ==> 3.55949109727e-07
Fleck, Margaret M. ==> 7.39685103917e-05
Jacobs, Aaron J. ==> 0.0
Grover, Claire ==> 0.00201292832272
Albro, Daniel M. ==> 0.0
Paulson, E. Anne ==> 4.86415438257e-06
Lochbaum, Karen E. ==> 2.30398174701e-05
Belvin, Robert S. ==> 4.60366699465e-05
Letourneau, Sylvain ==> 1.45001535899e-06
Sharp, Randall ==> 3.80270810265e-07
Coletti, Paolo ==> 6.02219550487e-07
Terada, Akira ==> 1.62051553728e-06
Tcheou, Francois ==> 0.0
Zhu, Xiaoyan ==> 8.19156596238e-06
Bartlett, Susan ==> 3.19278783461e-08
Duch, Wlodzislaw ==> 2.74212379529e-06
Ginzton, Matt ==> 1.65160015333e-06
Jin, Peng ==> 4.93363577233e-06
Gotti, Fabrizio ==> 2.9473240207e-06
Jiang, Zheng Ping ==> 1.40667260037e-06
Kumaran, Girighar ==> 1.88431786334e-07
Rosner, Dietmar ==> 5.58638533629e-05
Lin, Tracy ==> 8.30183915261e-07
Sun, Jiadong ==> 6.20772557679e-08
Bennett, Paul N. ==> 5.11277773141e-07
Honarpisheh, Mohamad Ali ==> 1.60490139806e-10
Guillaume, Pierre ==> 2.71292733994e-05
Gralinski, Filip ==> 1.96567665929e-07
Volz, Raphael ==> 6.18448974675e-07
Allison, Ben ==> 3.88329880768e-06
Lu, Yajuan ==> 1.56519652004e-05
Reeves, John ==> 2.70670803094e-06
Sakamoto, Michelle ==> 0.0
Ramakrishnan, Ganesh ==> 5.49950043251e-07
Gargouri, Bilel ==> 2.10414237092e-09
Towns, Stuart G. ==> 0.0
Tey, TongGuan ==> 2.1208028047e-07
Horvath, Veronika ==> 1.26140423025e-08
Beigman Klebanov, Beata ==> 4.17994451728e-06
Ohtake, Kiyonori ==> 3.89400207884e-07
Landsbergen, S. P. J. ==> 0.000193784022632
Teahan, W. J. ==> 0.000136492570854
Yang, Erhong ==> 1.10215681368e-06
Binot, Jean-Louis ==> 4.91938665836e-05
Rehm, Matthias ==> 0.0
Jullien, Cleo ==> 0.000317619184566
Schwind, Camilla ==> 3.71721052555e-06
Weinstein, Steven P. ==> 2.9100333967e-06
Minkov, Einat ==> 2.65320520949e-05
Jagannathan, V. ==> 1.46443075643e-06
Schäfer, Ulrich ==> 0.0
Sun, Shuqi ==> 1.68816400855e-07
Banerjee, Satanjeev ==> 0.000125672152881
Chute, Christopher G. ==> 0.000478389460843
Guillaume, Jacquet ==> 5.56722131338e-08
Gorin, Allen L. ==> 4.12629080697e-05
Yoshimoto, Kei ==> 0.000307354432393
Sui, Zhifang ==> 3.09930590777e-08
Meyer, Josef ==> 1.07440334413e-07
Hammarström, Harald ==> 0.0
Kim, Myunghee ==> 3.66959587974e-06
Lehnen, Patrick ==> 2.47377806892e-08
Eriksson, Gunnar ==> 4.70383158419e-05
Keane, John ==> 1.50429081333e-06
Ogura, Mieko ==> 0.0
Sagawa, Yuji ==> 6.82716768352e-07
Fung, Simon ==> 2.81344532494e-08
Shepherd, Jessica ==> 1.2464937543e-05
Franco, Horacio ==> 2.23048625301e-07
Benavent, Francesc ==> 5.13139162818e-08
Kosy, Donald W. ==> 3.15629893552e-07
Maxwell, Edward ==> 3.17896396617e-05
Colbourn, M. J. ==> 1.36252546261e-08
Tseng, Tsung-Yih ==> 1.2060923124e-07
Kurata, Gakuto ==> 7.62110032464e-07
Young, S. J. ==> 7.05871953067e-06
Lopez, Vicente ==> 5.19321952432e-09
Van Utteren, E. P. C. ==> 0.0
Rydin, Sara ==> 5.20964254475e-07
Solvay, Jean-Philippe ==> 0.000201819586295
Meyers, Adam ==> 0.00241449441033
Ferré, Gaëlle ==> 0.0
Krahmer, Emiel ==> 0.000356820727017
Lai, Jennifer C. ==> 0.00081801351267
Hoffmeister, Bjoern ==> 0.0
Kim, Yeun-Bae ==> 2.7286308991e-05
Yonezawa, Akinori ==> 0.0
Martinez, Jose L. ==> 1.44108192384e-09
Holz, Dieter ==> 1.85897516978e-05
Sinha, Ravi ==> 2.47766263254e-10
Kehler, T. P. ==> 0.0
Jones, Dominic R. ==> 2.07578694612e-07
Ludwig, Bernd ==> 6.06562951451e-07
Frisch, Alan M. ==> 0.0
Benra, Jorg ==> 9.70435652943e-09
Gerber, Rene ==> 3.34190958955e-06
Mrakova, Eva ==> 1.10062348594e-07
Aretoulaki, Maria ==> 1.42563270325e-07
Poulson, Laurie ==> 3.60420797191e-08
Jacquey, Evelyne ==> 1.3362670734e-06
Ferrer, Eva Esteve ==> 3.2906752466e-05
Zbang, Yuemei ==> 0.0
Maclachlan, Anna ==> 4.71298951195e-06
Hammerton, James ==> 1.37187029729e-07
Jerry, Ye ==> 2.51230438469e-08
Echizen-Ya, Hiroshi ==> 1.18599854946e-05
Roberts, Craige ==> 0.0
Patwardhan, Siddharth ==> 0.000319985637853
Pan, Shimei ==> 0.000169862767451
Kruijff, Geert-Jan M. ==> 0.00121605259144
Toyama, Katsuhiko ==> 1.31347351448e-06
Chiorean, Oana Andreea ==> 4.10010232693e-07
Shortliffe, Edward H. ==> 0.0
Alonso, Yuan A. ==> 4.16884156834e-05
Li, Ming ==> 0.0
Kiraz, George Anton ==> 0.000172726826343
Kanto, Kari ==> 1.28161451963e-08
Damiano, Rossana ==> 3.914053127e-09
Anshen, Frank ==> 2.68349089707e-08
Smit, Petra ==> 1.42431614623e-06
Black, Alan W. ==> 0.000515265995122
Roark, Brian ==> 0.00101414569625
Smith, Catherine ==> 5.17890810208e-08
Malakasiotis, Prodromos ==> 5.65414133488e-08
Wang, Bin ==> 1.47722131001e-05
Finin, Timothy W. ==> 7.54109974436e-05
Wu, Chia-Wei ==> 7.28035146821e-06
Hopkins, Mark ==> 1.53422361001e-05
Schlesinger, Judith D. ==> 7.26744148829e-08
Kim, Dong-Il ==> 7.93189114108e-05
Faruque, Ehsanul ==> 1.69772620068e-06
Genthial, Damien ==> 3.24259871843e-05
Alshawi, Hiyan ==> 0.00431252975201
Tatu, Marta ==> 7.41968517418e-05
Esuli, Andrea ==> 2.8417458819e-06
Llitjós, Ariadna Font ==> 3.28244839288e-07
Ogino, Shiho ==> 3.23158913961e-07
Tuda, Hirosi ==> 9.49905858933e-07
Maud, Ehrmann ==> 5.56722131338e-08
Dini, Luca ==> 0.000160018726842
Say, Bilge ==> 1.61361501379e-06
Mirkin, Shachar ==> 3.73330638349e-07
Dridan, Rebecca ==> 8.78749446679e-07
Wang, Jin ==> 4.7402609301e-05
Ageno, Alicia ==> 3.44591991861e-06
Kubler, Sandra ==> 0.00036666728375
Zorn, Lisa ==> 1.48046682884e-06
Ju, Yun Cheng ==> 0.0
Anick, Peter G. ==> 0.000365866091583
Le Roux, Joseph ==> 1.46999711466e-07
Shudo, Kosho ==> 8.13025643284e-05
Whittaker, Steve ==> 0.000721533493404
Yi, Xing ==> 2.94421325888e-07
Giunchiglia, Fausto ==> 4.50665755245e-05
Yutaka, MITSUISHI ==> 2.45849481374e-08
Lin, Chin Yew ==> 0.00543538125842
Shrivastava, Manish ==> 4.1385746505e-06
Makuta-Giluk, Marzena ==> 0.0
Maung, Zin Maung ==> 0.000111354698735
Tanaka, Takushi ==> 7.43298789761e-08
Courtin, Jacques ==> 3.24259871843e-05
O'Hara, Thomas P. ==> 0.000296613755336
Sharma, Utpal ==> 2.99234735686e-07
Zijl, Lynette van ==> 3.43584561035e-10
Rus, Vasile ==> 0.000154225012476
Evett, Lindsay J. ==> 8.54812959212e-06
Choi, Yejin ==> 3.24801841728e-05
Déchelotte, Daniel ==> 1.99914336597e-09
Butters, Jonathan ==> 8.75496059132e-08
Leseva, Svetlozara ==> 0.0
Pala, Kiran ==> 2.99252603985e-07
Glasbey, Sheila R. ==> 0.000273673889875
Nilson, Roslyn ==> 4.77450059036e-07
Walker, Donald E. ==> 0.000110531207318
Fukushima, Ken'ichi ==> 2.55708406023e-08
Shishtla, Praneeth M. ==> 1.80176400447e-06
Reichman, Marc ==> 3.59763185471e-05
Nulty, Paul ==> 7.36518699817e-09
Uratani, Noriyoshi ==> 4.36312628966e-06
Pakhomov, Serguei V. ==> 0.000173138149597
Popescu, Ana-Maria ==> 6.05720215204e-05
Holmqvist, Maria ==> 1.43514107609e-08
Stuhrenberg, Maik ==> 2.5493588899e-05
LaCivita, Jeremy ==> 2.86222809371e-06
Belz, Anja ==> 0.000248199119202
Bristot, Antonella ==> 2.88241029904e-07
Bronisz, Didier ==> 2.6380358713e-08
Rehfuss, Steve ==> 1.19756799428e-05
Xu, Zhiming ==> 3.42565931685e-07
Stolcke, Andreas ==> 0.00114008919936
Kraus, Dirk ==> 1.73862523486e-08
Trushkina, Julia ==> 4.71677000763e-07
Nasr, Alexis ==> 6.28829328482e-05
Fernández, Raquel ==> 4.98709395943e-06
Ezeiza, Nerea ==> 0.000181328369218
Grossi, Thomas ==> 0.000206682775138
Li, Jianguo ==> 2.51190249296e-06
Jon, Chamberlain ==> 6.23112843695e-08
Simonin, Nathalie ==> 1.18095425389e-05
Liu, Fu-Hua ==> 4.85007194164e-06
Starlander, Marianne ==> 6.18401815006e-06
Van Huyssteen, Gerhard B. ==> 4.67119818185e-08
Lin, Chuan-Jie ==> 1.94221794747e-05
Weise, David ==> 2.17868043296e-07
Heyl, Andrea ==> 7.12263014496e-07
Hulth, Anette ==> 0.00113909782299
Elworthy, David ==> 0.000145640590201
Garretson, Gregory ==> 3.396396991e-07
Sanders, Ted ==> 0.0
Robert, Gilbert ==> 1.57524385357e-06
Hu, Changjian ==> 3.61352180825e-08
Fabricz, Karoly ==> 0.0
Evang, Kilian ==> 0.0
Kogure, Kiyoshi ==> 0.000121024169992
Muurisep, Kaili ==> 0.0
Cederberg, Scott ==> 1.86230703674e-06
Chklovski, Timothy ==> 0.000307660490026
Fossati, Davide ==> 9.11269365062e-06
Kilger, Anne ==> 1.10948002751e-05
Chen, Kaijiang ==> 5.30168164663e-07
De Hilster, David ==> 0.0
Hipp, D. Richard ==> 3.71982088653e-05
Chiran, Luminita ==> 6.72749162822e-09
PetroviÄ‡, SaÅ¡a ==> 1.95071725727e-07
Robba, Isabelle ==> 0.000181271267704
Adams, Brian ==> 1.60450282025e-07
Garcia-Cumbreras, Miguel ==> 4.69254286465e-11
Zapirain, Benat ==> 5.73251329981e-08
Pani, Bruno ==> 0.0
Rossler, Marc ==> 2.37750278526e-07
Kim, Yoonkwan ==> 4.57739982689e-08
Pinkal, Manfred ==> 0.000234625890927
Widdows, Dominic ==> 0.000220201506725
Bell, Benjamin ==> 4.12943772089e-09
Bannard, Colin ==> 0.000109359683462
Wang, Kuansan ==> 6.28135468837e-07
Zhao, Yingze ==> 8.72068494357e-09
Vendelmans, Ronald ==> 0.000189539294881
Erjavec, TomaÅ¡ ==> 4.3349407508e-05
Usteran Muela, Mariola ==> 0.0
Kripasundar, V. ==> 6.24462390613e-08
Keri, Venkatesh ==> 1.16711037386e-08
Saba, Walid S. ==> 1.72567301636e-09
Iwasaki, Hideya ==> 1.10604978451e-05
Mayo, Neil ==> 1.1950288672e-07
Szedmak, Sandor ==> 6.4188151102e-11
Mills, Greg J. ==> 1.51481980082e-08
Cremers, Crit ==> 0.0
Miller, Michael ==> 7.7932121549e-08
Ha, Le Quan ==> 5.16870310005e-06
Johannessen, Janne Bondi ==> 1.5324875534e-07
Eddy, Bruce ==> 5.32607596189e-10
Petridis, Vassilios ==> 6.51292006613e-07
Rindflesch, Thomas C. ==> 0.000391087454413
Shank, Roger C. ==> 0.000110677189795
Kang, In-Ho ==> 1.22317751727e-05
Adorni, Giovanni ==> 8.93324961174e-05
Sterling, John ==> 0.00057726072382
Buckley, Chris ==> 0.000152924158496
Gabbay, Igal ==> 0.0
De Marcken, Carl G. ==> 6.64333116859e-05
Gao, Jun ==> 1.00193418323e-06
Liu, Shujie ==> 2.81604165462e-07
Chafe, Wallace L. ==> 1.97375382797e-05
Kaalep, Heiki-Jaan ==> 5.79429445116e-06
Matusov, Evgeny ==> 3.50249338176e-05
Nguyen, Nghi ==> 7.55965297402e-06
Sun, Maosong ==> 4.83690969523e-05
Chiu, Andy ==> 4.6387950758e-09
Xuan, Weijian ==> 2.44128441181e-09
Ehling, Nicola ==> 3.41944638493e-09
Almas, Yousif ==> 3.23724919012e-07
Kokkinakis, Dimitrios ==> 0.000374096743913
Ben Hamadou, Abdelmajid ==> 7.93737388813e-07
Duchier, Denys ==> 0.000109902241883
Nakatani, Christine H. ==> 0.000454574668637
Reddy, Rami ==> 1.88977950142e-05
Truong, Khiet ==> 1.49887832852e-06
Heyer, Gerhard ==> 3.40612039551e-05
Frandsen, Michael ==> 2.23048625301e-07
Noord, Gertjan Van ==> 9.28554987667e-08
Tanev, Hristo ==> 9.93001633069e-05
Nilsson, Lars ==> 1.39225955434e-06
Dermatas, Evangelos ==> 3.51596561778e-05
Shitaoka, Kazuya ==> 6.20345332606e-07
Chan, Daniel Ka-Leung ==> 0.0
Hearne, Mary ==> 5.70322421837e-07
Domingo, David ==> 0.0
Dukers, Alex ==> 1.06201688963e-07
Suryaganesh ==> 0.0
Quarteroni, Silvia ==> 7.74544328252e-06
Kondadadi, Ravikumar ==> 0.0
Nanba, Hidetsugu ==> 3.12599979169e-06
Bilac, Slaven ==> 8.74180713709e-05
Kido, Fuyuko ==> 4.92594830509e-06
Roussinov, Dmitri ==> 0.0
Cheng, Xue-Qi ==> 3.54892348581e-05
Gatt, Albert ==> 3.93435809987e-05
Evers, Mark ==> 0.0
Chen, Yu-Quan ==> 1.50004883822e-06
Terra, Egidio L. ==> 1.0117960582e-05
Packel, Adrian ==> 9.70954303092e-07
Van Halteren, Hans ==> 0.000526393361978
Ishihara, Koichiro ==> 2.07261648036e-06
Gahl, Susanne ==> 3.06542306851e-06
Roth, Michael ==> 5.15626558763e-06
Harmeling, Stefan ==> 0.0
Ozaku, Hiromi Itoh ==> 6.1405261592e-06
Xu, Zhonghui ==> 3.45174076486e-07
Pevzner, Lev ==> 1.46078108949e-05
Polguere, Alain ==> 0.000491398689028
Baur, Judith ==> 0.000105504437867
Hazen, Timothy J. ==> 2.19894150861e-05
Manine, Alaine-Pierre ==> 6.912228652e-08
Lin, Xiaojun ==> 4.57353780097e-06
Ma, Nian Li ==> 1.61148047336e-07
Hashimoto, Chikara ==> 0.000213360392965
Terney, Thomas Vestskov ==> 0.0
Slavcheva, Milena ==> 0.0
Tromble, Roy W. ==> 3.43463302955e-05
Farrell, Kim ==> 6.61406702765e-08
Sung, Cheng-Lung ==> 7.74387502096e-07
Sun, Jiashen ==> 6.77170738595e-08
Ananiadou, Sophia ==> 0.00266513232109
Theune, Mariet ==> 6.58566304525e-05
Jiang, Wei ==> 2.65163175097e-07
Tissen, Anne ==> 5.82980832021e-07
Tummala, Dinesh ==> 4.09997772605e-06
Jensen, Lars J. ==> 1.85818174959e-07
Cellio, Monica J. ==> 3.2732700093e-07
Bloedorn, Eric ==> 1.23390344072e-05
Guez, Stephane ==> 4.08630826491e-07
Beaver, David ==> 4.23157837471e-06
De Ilarraza Sanchez, Arantza Diaz ==> 0.000262525297723
Massó, Guillem ==> 5.13139162818e-08
Roberts, Susan ==> 4.42284089702e-06
Zhu, Xiaodan ==> 1.60664631843e-05
Parmentier, Thibault ==> 1.82468326057e-05
Yu, Shihong ==> 4.20500939744e-06
Mueller, Erik T. ==> 9.71314092971e-07
Li, Jufeng ==> 1.68816400855e-07
Ganev, Hristo ==> 0.0
Tucker, Simon ==> 1.87464339171e-09
Liu, Yandong ==> 3.44616413902e-08
Freitag, Dayne ==> 0.000221360431188
Fum, Danilo ==> 8.6885821683e-05
McDonald, Scott ==> 3.26144803114e-06
Huang, Liang ==> 7.12247691171e-05
Lee, Chun-Jen ==> 4.08110361847e-06
Rawding, Matt ==> 3.54302396086e-10
Burstein, Mark H. ==> 9.4429874283e-07
Sato, Taisuke ==> 0.0
Diagne, Abdel Kader ==> 1.09226678782e-05
Cotos, Elena ==> 8.33040629797e-09
Boschee, Elizabeth ==> 5.97183326327e-08
Gupta, Deepa ==> 1.92528338722e-07
Jordan, Desmond A. ==> 2.55549030496e-07
Elliott, Debbie ==> 6.1276844066e-08
Bender, Emily M. ==> 0.000360359200142
Mushin, Ilana ==> 0.0
Trujillo, Arturo ==> 3.73113722679e-06
Tannier, Xavier ==> 7.59535468455e-06
Marinelli, Rita ==> 7.67192191891e-05
Funakoshi, Kotaro ==> 0.00014208169274
Yakhnenko, Oksana ==> 0.0
Park, Youngja ==> 3.24479869018e-05
Sag, Ivan A. ==> 4.86415438257e-06
Piasecki, Maciej ==> 1.2714098708e-06
Masuno, Naruaki ==> 5.99525783386e-08
Snider, Neal ==> 7.11618134842e-09
Lin, Ying ==> 5.52234946878e-07
Moens, Marie-Francine ==> 1.12333670693e-05
Rau, Lisa F. ==> 0.00016621824142
Schoenmackers, Stefan ==> 2.4978288003e-06
Sakai, S. ==> 2.24845078131e-07
MacCartney, Bill ==> 5.71597336908e-05
Giachin, Egidio ==> 1.8807808543e-05
Tohyama, Hitomi ==> 1.33408241541e-07
Chang, Chao-Huang ==> 7.44663450881e-06
Schroeder, Josh ==> 3.79082805535e-05
Sangal, Rajeev ==> 7.76591826309e-05
Nasukawa, Tetsuya ==> 0.000506898791211
Olsen, Mari Broman ==> 2.50874767248e-05
Glaysher, Elliot ==> 1.93960085935e-06
Pachunke, T. ==> 1.40293505617e-07
Evans, Roger ==> 0.00198926117423
Suthers, Daniel D. ==> 3.47554164366e-07
Marcus, Mitchell P. ==> 0.0266906717307
Huang, JinHu ==> 2.59492988075e-09
Fredj, Mounia ==> 0.0
Zhou, Yaqian ==> 1.60925484282e-05
Makhoul, John ==> 7.2203711905e-05
Epstein, Mark ==> 8.16511114361e-08
Winograd, Terry ==> 0.0
Chung, You-Jin ==> 2.55547747145e-08
Kogure, Satoru ==> 7.34385759845e-08
Whitelaw, Casey ==> 7.98092271446e-06
Ackerman, Christopher ==> 4.10911871863e-05
Iida, Masayo ==> 3.42247247891e-05
Cavalli-Sforza, Violetta ==> 7.87523236809e-07
Holt, Alexander ==> 6.37214983778e-06
Hale, John ==> 0.000206932438914
Botley, Simon ==> 1.00672624435e-09
Zhu, Wei-Jing ==> 0.00132430374547
JanÃ­Äek, Miroslav ==> 2.01146091822e-09
Yoshida, Keiichi ==> 2.55986579095e-07
Yoshino, Toshiaki ==> 0.0
El-Bèze, Marc ==> 2.77502337084e-07
Clement, Lionel ==> 4.00351008034e-06
Kirschner, Zdenek ==> 9.63414137458e-07
Ono, Takahiro ==> 0.0
Hollingshead, Kristy ==> 3.82306663624e-06
Nitta, Tomoaki ==> 6.92794688316e-06
Pascual-Montano, Alberto ==> 4.91599728678e-11
Jolkovsky, A. ==> 7.76594001564e-08
Mayfield Tomokiyo, Laura ==> 8.87474750561e-05
Yamada, Setsuo ==> 2.83291584686e-05
Hu, Xinhui ==> 8.35604228653e-07
Wooldridge, Michael ==> 2.51230438469e-08
Shrartz, Steven P. ==> 0.0
Branting, L. Karl ==> 0.0
Fan, Xinghua ==> 7.02068050838e-09
Vaz, Paula Cristina ==> 1.09855494116e-07
Wiemer-Hastings, Peter ==> 2.74702101647e-05
McDonald, Ryan ==> 0.00205910145022
Hathaway, Chris ==> 1.45421642653e-08
Rayson, Paul ==> 0.00018840213472
Mudraya, Olga ==> 2.62840011302e-06
Tribble, Alicia ==> 0.000158954180137
Onet, Adrian ==> 8.61005732617e-08
Maedche, Alexander ==> 6.18448974675e-07
Daelemans, Walter ==> 0.00688348537183
Neri, Francesca ==> 0.0
Yoshikawa, Masatoshi ==> 3.57059101805e-07
Reiter, Raymond ==> 1.39015709571e-07
Lewandowska-Tomaszyk, Barbara ==> 3.74535544906e-06
DeSouza, Peter V. ==> 0.000649375224273
Ruhlen, Paul ==> 3.35651404313e-06
Marcinkiewicz, Mary Ann ==> 0.00942100039415
Vincze, Veronika ==> 3.42389676325e-06
Kadri, Youssef ==> 0.0
Tesler, Larry ==> 0.000110677189795
Hays, Ellen ==> 0.000664198723207
Sini, Margherita ==> 0.0
Guo, Wenyuan ==> 6.88410376192e-06
Smadja, Frank A. ==> 0.0022120137806
Halpern, Jack ==> 1.33946497868e-06
Velardi, Roma ==> 1.40383177823e-08
Sun, Gordon ==> 4.02433761225e-06
Good, Jeff ==> 2.81344532494e-08
Goldwasser, Dan ==> 2.42257729056e-07
Cohen-Sygal, Yael ==> 1.51712896118e-06
Jarecki, Stanislaw ==> 0.0
Castell, Nuria ==> 7.64880399596e-09
Mitra, Rudradeb ==> 5.47933616802e-08
Lamel, Lori F. ==> 0.000105480473674
Gottwald, Sebastian ==> 0.0
Xu, Jinxi ==> 2.69733974967e-05
Gaizasukas, Robert ==> 0.0
Cruz, Fernando ==> 0.0
Oshika, Beatrice T. ==> 1.4318557519e-05
Stein, Adelheit ==> 1.45400088466e-06
Pai, Carol ==> 0.0
Symonenko, Svetlana ==> 1.53108185442e-08
Kording, Konrad P. ==> 5.37037903837e-07
Boyle-Hinrichs, Marie ==> 0.0
Badulescu, Adriana ==> 6.36607198321e-05
Van Noord, Gertjan ==> 0.00252070239074
Arabsorkhi, Mohsen ==> 9.44196499715e-08
Wang, Huizhen ==> 2.85882828063e-06
Prakash, Sushant ==> 4.05587505113e-06
Sébillot, Pascale ==> 0.0
Hausman, Kevin ==> 4.02955534236e-06
Ferrandez, A. ==> 2.27096716833e-09
Collobert, Ronan ==> 7.13038087457e-08
Kim, Eunju ==> 1.45159101056e-07
Hutchens, Jason L. ==> 8.84056788437e-06
Yoshida, Minoru ==> 8.8015979877e-07
Smrz, Pavel ==> 0.0
Paris, CÃ©cile L. ==> 0.00144881244408
Kharrat, Alma ==> 2.20502981957e-07
Turian, Joseph P. ==> 2.18490062936e-05
Bernth, Arendse ==> 1.78235793372e-06
Beamer, Brandon ==> 1.04292636185e-07
Globerson, Amir ==> 9.82915116993e-08
Broker, Norbert ==> 0.000300960979624
Damper, Robert I. ==> 2.34337427017e-05
Munteanu, Cosmin ==> 3.08858581183e-07
Balakrishnan, Sreeram ==> 4.55275953368e-08
Colineau, Nathalie ==> 9.35314794661e-08
Wang, Xiaolong ==> 5.04164531967e-06
Eklund, Robert ==> 2.74633773903e-05
Nguyen, Long ==> 1.10962698989e-05
Wu, Yu-Chieh ==> 3.17226420408e-05
Mobius, Bernd ==> 5.56692865414e-07
Nakagawa, Tohru ==> 4.92589074257e-06
Gurrutxaga, Antton ==> 0.0
Rebholz-Schuhmann, Dietrich ==> 6.42271893282e-08
Rosenberg, Aaron ==> 2.46027942889e-09
Chester, Daniel ==> 0.000253217640944
Kingsbury, Paul ==> 0.000237714375556
Dahl, George ==> 3.76012459217e-07
Stellato, Armando ==> 0.0
Hong, Jia-Fei ==> 2.47766263254e-09
Thompson, Bozena Henisz ==> 0.000590820937128
Boonthum, Chutima ==> 1.31507296906e-07
Wu, Chunyao ==> 1.41164236013e-06
Ecker, Doris ==> 3.31457664859e-08
Whitton, Laura ==> 4.23157837471e-06
Isabelle, Pierre ==> 0.000762100052733
Eriguchi, Yoshio ==> 1.39935127232e-06
Kazawa, Hideto ==> 1.40338403743e-05
Kowalski, Andrea ==> 3.81776682796e-06
Matsuo, Mamoru ==> 8.52039558791e-08
Kim, Su Nam ==> 7.82458234783e-05
Stark, Litza ==> 2.46027942889e-09
Balasubramanian, Vijay ==> 1.12441665096e-05
Trommer, Jochen ==> 9.52946480486e-09
Canon, Stephen ==> 4.55947665054e-06
Woods, William A. ==> 0.00137737398155
Bechet, Frédéric ==> 0.0
Chatterjee, Niladri ==> 8.26258540532e-08
Davis, Randall ==> 1.51742617166e-05
Spohr, Dennis ==> 8.01432319541e-07
