Ucoluk, Gokturk ==> 2.56494208494e-05
Toyama, Katsuhiko ==> 4.10120297696e-05
Davis, Anthony ==> 3.25284432729e-05
Gulordava, Kristina ==> 2.12669238743e-05
Chiorean, Oana Andreea ==> 2.586480725e-05
De Araujo, Vitor ==> 1.89658112825e-05
Lunsford, Rebecca ==> 1.9145270522e-05
Alonso, Yuan A. ==> 4.44234877856e-05
Pe&ntilde;a, Elizabeth ==> 2.06877657855e-05
Li, Ming ==> 1.8483973532e-05
Kiraz, George Anton ==> 0.00015517732297
Kanto, Kari ==> 1.93315749926e-05
Damiano, Rossana ==> 1.86037619207e-05
Ros&eacute;n, Victoria ==> 3.14793538271e-05
Sarafraz, Farzaneh ==> 4.98211916542e-05
Anshen, Frank ==> 2.50601725147e-05
Rychl&yacute;, Pavel ==> 3.68114373435e-05
Smit, Petra ==> 2.76887836143e-05
Prabhakaran, Vinodkumar ==> 4.69454974612e-05
Roark, Brian ==> 0.000923754022734
Smith, Catherine ==> 1.63195214906e-05
Malakasiotis, Prodromos ==> 9.65505315593e-05
Wang, Bin ==> 0.000105837421868
Finin, Timothy W. ==> 5.95797722378e-05
Weld, Daniel S.? ==> 2.66345212328e-05
Wu, Chia-Wei ==> 6.30318893949e-05
Hopkins, Mark ==> 0.000249890812691
Schlesinger, Judith D. ==> 4.14260839287e-05
Kim, Dong-Il ==> 7.01019430934e-05
Durrani, Nadir ==> 0.000101261454826
Faruque, Ehsanul ==> 4.41350922612e-05
Genthial, Damien ==> 7.22909650938e-05
Zhao, Leon J. ==> 1.55220248403e-05
Alshawi, Hiyan ==> 0.000958043735963
Tatu, Marta ==> 0.000190663278447
Esuli, Andrea ==> 0.000119143536505
Ogino, Shiho ==> 3.02626504773e-05
Tuda, Hirosi ==> 2.54199120435e-05
G&oacute;rski, Rafa&#x142; L. ==> 2.07428314406e-05
Li-De, Wu ==> 3.42390427343e-05
Say, Bilge ==> 2.93519209976e-05
Engelson, Sean P. ==> 7.19912237632e-05
Dridan, Rebecca ==> 6.96672924679e-05
Wang, Jin ==> 8.75115640574e-05
Eigner, Thomas ==> 3.40319275272e-05
Shiota, Sayaki ==> 1.56206135736e-05
Ageno, Alicia ==> 4.48547425147e-05
Pilon, Sulene ==> 2.04977093033e-05
Max, Aur&eacute;lien ==> 0.000275354111008
Terada, Akira ==> 3.16767730397e-05
Mart&iacute;nez-Hinarejos, Carlos D. ==> 4.21799296614e-05
Zorn, Lisa ==> 3.9643167013e-05
Anick, Peter G. ==> 0.000225430476114
Huang, Shujian ==> 4.95776200008e-05
Hui, Cong ==> 2.92632178347e-05
Le Roux, Joseph ==> 5.04772791794e-05
Shudo, Kosho ==> 9.89566712325e-05
Xiong, Wenting ==> 4.12306591743e-05
Whittaker, Steve ==> 0.000321872006472
Yi, Xing ==> 3.86594541293e-05
Rudolph, Sebastian ==> 2.28085054623e-05
Giunchiglia, Fausto ==> 5.44856581394e-05
Paass, Gerhard ==> 1.96585099838e-05
Chungku, Chungku ==> 2.85009410652e-05
Ho, Hing-Cheung ==> 2.35333773303e-05
Besana, Sveva ==> 1.49333701079e-05
Makuta-Giluk, Marzena ==> 1.70801417426e-05
Maung, Zin Maung ==> 2.61138474805e-05
Tanaka, Takushi ==> 0.000166674329773
Courtin, Jacques ==> 7.22909650938e-05
Toledano, Doroteo T. ==> 4.16440208645e-05
Jia, Peifa ==> 3.47962905361e-05
Buschmeier, Hendrik ==> 2.21854726895e-05
O'Hara, Thomas P. ==> 0.000228410903174
Sharma, Utpal ==> 2.73022390398e-05
Zijl, Lynette van ==> 1.56480763903e-05
Rus, Vasile ==> 0.000203301346
Savary, Agata ==> 2.92094212003e-05
Evett, Lindsay J. ==> 3.6357560646e-05
Choi, Yejin ==> 0.000394702643984
Butters, Jonathan ==> 2.06267672931e-05
Leseva, Svetlozara ==> 2.20897952357e-05
Pala, Kiran ==> 2.7443449625e-05
Glasbey, Sheila R. ==> 5.62345065631e-05
Nilson, Roslyn ==> 3.071608886e-05
Walker, Donald E. ==> 7.07287973535e-05
Fukushima, Ken'ichi ==> 2.08483247768e-05
Shishtla, Praneeth M. ==> 4.30224174452e-05
Reichman, Marc ==> 4.65493214961e-05
Nulty, Paul ==> 4.30790957543e-05
Uratani, Noriyoshi ==> 2.51200879324e-05
Pakhomov, Serguei V. ==> 0.000124912098409
Popescu, Ana-Maria ==> 0.00030308317368
Holmqvist, Maria ==> 0.000113315711907
Liu, Pengyuan ==> 9.25878989494e-05
LaCivita, Jeremy ==> 3.82827602896e-05
Fang, Licheng ==> 3.10821305575e-05
Belz, Anja ==> 0.000436062314813
Bristot, Antonella ==> 2.86900324657e-05
Bronisz, Didier ==> 3.13328565365e-05
Rehfuss, Steve ==> 2.91222493624e-05
Shiga, Yoshinori ==> 2.1310871304e-05
Xu, Zhiming ==> 2.51678814361e-05
Stolcke, Andreas ==> 0.000363029444684
Kraus, Dirk ==> 1.71772317582e-05
Zimmermann, Malte ==> 1.54575978189e-05
Trushkina, Julia ==> 3.1666709995e-05
Nasr, Alexis ==> 0.000120739894008
Ezeiza, Nerea ==> 0.000106167382739
Grossi, Thomas ==> 8.15003483843e-05
Li, Jianguo ==> 7.39033368512e-05
Simonin, Nathalie ==> 7.29084746286e-05
Kirschner, Manuel ==> 3.16183741916e-05
Bruni, Elia ==> 2.03883698139e-05
Liu, Fu-Hua ==> 7.63794521624e-05
Starlander, Marianne ==> 0.000123144629868
Korte, Hannes ==> 1.96585099838e-05
Garoufi, Konstantina ==> 3.59024337216e-05
Lin, Chuan-Jie ==> 5.61776803605e-05
Nioche, Julien ==> 2.42078074906e-05
Choudhary, Alok ==> 4.9236913081e-05
Hulth, Anette ==> 9.25932631531e-05
Elworthy, David ==> 9.05505674906e-05
Garretson, Gregory ==> 2.31013323891e-05
Sanders, Ted ==> 1.62791503217e-05
Robert, Gilbert ==> 2.51030716002e-05
Hu, Changjian ==> 6.59936498897e-05
Aziz, Wilker ==> 6.76966523839e-05
Fabricz, Karoly ==> 2.67006235713e-05
Evang, Kilian ==> 3.81807579782e-05
Onishi, Takashi ==> 7.03994974031e-05
Kogure, Kiyoshi ==> 9.61389336601e-05
Muurisep, Kaili ==> 1.51340631722e-05
Cederberg, Scott ==> 3.71052617455e-05
Chklovski, Timothy ==> 0.000322615075041
Guitierrez, Juana M. ==> 1.98735577036e-05
Kilger, Anne ==> 5.73837455313e-05
Chen, Kaijiang ==> 2.55010146733e-05
De Hilster, David ==> 8.69036238811e-05
Rushforth, Michael ==> 1.45755038569e-05
Hipp, D. Richard ==> 0.000100478890864
Darling, William M. ==> 1.7480989317e-05
Montiel-Ponsoda, Elena ==> 2.84346744861e-05
Chiran, Luminita ==> 2.21038357663e-05
Isenhour, Phil ==> 1.73470284727e-05
Robertson, Judy ==> 2.73041847719e-05
Zufferey, Sandrine ==> 5.05262826779e-05
Robba, Isabelle ==> 8.24671371538e-05
Adams, Brian ==> 2.66840147898e-05
Zhang, Shu ==> 3.10354771489e-05
Pani, Bruno ==> 2.00425082856e-05
Rossler, Marc ==> 3.28768323488e-05
Kim, Yoonkwan ==> 2.02839662558e-05
Onnis, Luca ==> 1.48111410802e-05
Villaneau, Jeanne ==> 1.96939016558e-05
Emadzadeh, Ehsan ==> 3.08404937062e-05
J. Silva, M&aacute;rio ==> 2.16146920728e-05
Pinkal, Manfred ==> 0.000210446811757
Brown, David ==> 5.51819205042e-05
Bell, Benjamin ==> 2.34227444894e-05
B&#xE4;r, Daniel ==> 2.22325481588e-05
Fort, Kar&euml;n ==> 7.94048488542e-05
Potts, Christopher ==> 5.72755723754e-05
Bannard, Colin ==> 0.000350420666221
Horvath, Veronika ==> 2.4726277881e-05
Wang, Kuansan ==> 3.29669420486e-05
Velazquez-Morales, Patricia ==> 3.8588721489e-05
Zhao, Yingze ==> 2.05545384673e-05
Vendelmans, Ronald ==> 5.61400689729e-05
Usteran Muela, Mariola ==> 1.89545786143e-05
Kripasundar, V. ==> 1.76633899919e-05
Keri, Venkatesh ==> 2.10165025577e-05
Saba, Walid S. ==> 1.50883764142e-05
Iwasaki, Hideya ==> 6.66871907944e-05
Mayo, Neil ==> 2.07320382665e-05
Sankofl, David ==> 1.58850432763e-05
Szedmak, Sandor ==> 2.67940313864e-05
Hild, Kenneth ==> 2.02317133811e-05
Bederson, Benjamin B. ==> 8.36022669221e-05
Cremers, Crit ==> 1.60863578461e-05
Sano, Tomohisa ==> 3.06061946324e-05
Ha, Le Quan ==> 3.78840370703e-05
Han, Bo ==> 0.000125904921676
Liu, Anne Li-E ==> 2.10473548406e-05
Johannessen, Janne Bondi ==> 1.84221215408e-05
Eddy, Bruce ==> 1.543864923e-05
Petridis, Vassilios ==> 3.94774815727e-05
Rindflesch, Thomas C. ==> 0.000207872720536
Kang, In-Ho ==> 5.15165025213e-05
Fotopoulou, Aggeliki ==> 2.87832365672e-05
Fleischman, Michael ==> 0.000238328751513
Sterling, John ==> 0.000390899900607
Buckley, Chris ==> 7.89778221429e-05
Wei, Bin ==> 3.38699525417e-05
Finatto, Maria Jos&eacute; ==> 2.13975326228e-05
Gabbay, Igal ==> 1.54833893648e-05
Lin, Chih-Jen ==> 1.43692520406e-05
De Marcken, Carl G. ==> 0.000102545336359
Zhu, Junguo ==> 4.13184713432e-05
Liu, Shujie ==> 7.85807672006e-05
Chafe, Wallace L. ==> 3.16366202179e-05
Kaalep, Heiki-Jaan ==> 4.99053299567e-05
Matusov, Evgeny ==> 0.000248849170629
Nguyen, Thuy Dung ==> 1.4397234178e-05
Wubben, Sander ==> 0.000152807921918
Eryi&#x11F;it, G&uuml;l&scedil;en ==> 0.000269394036005
Sun, Maosong ==> 0.000259127928395
Chiu, Andy ==> 1.67822022374e-05
Xuan, Weijian ==> 1.71776105497e-05
Saha, Sriparna ==> 3.82358758435e-05
Cook, Kevin ==> 3.740566148e-05
Ehling, Nicola ==> 3.06278071017e-05
Elkan, Charles ==> 1.79388234171e-05
Kokkinakis, Dimitrios ==> 6.30144133867e-05
Dehdari, Jon ==> 2.89228518881e-05
Duchier, Denys ==> 0.000117595708676
Nakatani, Christine H. ==> 0.000246591580634
Reddy, Rami ==> 3.77558607413e-05
Turner, Ross ==> 7.18102934172e-05
Truong, Khiet ==> 4.12561628479e-05
Heyer, Gerhard ==> 4.99975511001e-05
Frandsen, Michael ==> 1.97765707478e-05
Tanev, Hristo ==> 0.000199239980224
Nilsson, Lars ==> 3.38670555722e-05
Khilnani, Divye Raj ==> 3.83103283848e-05
Dermatas, Evangelos ==> 7.03261775377e-05
Shitaoka, Kazuya ==> 3.49683227126e-05
Chang, Yin-Wen ==> 4.25918770287e-05
Hearne, Mary ==> 3.04910621594e-05
Soehn, Jan-Philipp ==> 1.63433436796e-05
Carlos, Cohan Sujay ==> 1.58171577052e-05
Chrupa&#x142;a, Grzegorz ==> 9.23831618314e-05
Domingo, David ==> 1.79591039591e-05
P&eacute;rez-Ortiz, Juan Antonio ==> 4.02738898537e-05
Dukers, Alex ==> 1.68203216387e-05
Schutte, Ken ==> 1.73470284727e-05
Quarteroni, Silvia ==> 0.000136246324028
Kondadadi, Ravikumar ==> 3.90199494522e-05
Nanba, Hidetsugu ==> 6.52514579178e-05
Bilac, Slaven ==> 8.21216069375e-05
Kido, Fuyuko ==> 5.04415467656e-05
Gower Small, Sharon ==> 2.002187743e-05
Roussinov, Dmitri ==> 2.62919650255e-05
Gatt, Albert ==> 0.000257888401228
Rak, Rafal ==> 6.32585048145e-05
Yang, Cheng-Lun ==> 2.0024044175e-05
Chen, Yu-Quan ==> 5.02007282948e-05
Stent, Amanda J. ==> 0.000336820658878
duVerle, David ==> 8.29741647633e-05
Saeys, Yvan ==> 2.30312397889e-05
Terra, Egidio L. ==> 6.69419962577e-05
Shen, Chao ==> 4.04304879714e-05
Ishihara, Koichiro ==> 4.57745304493e-05
Gahl, Susanne ==> 4.28779757167e-05
Roth, Michael ==> 8.69869043897e-05
Petrovi&#x107;, Sa&scaron;a ==> 3.81127372834e-05
Harmeling, Stefan ==> 1.77679810815e-05
Ozaku, Hiromi Itoh ==> 5.77291155449e-05
Xu, Zhonghui ==> 2.1058699797e-05
Pevzner, Lev ==> 9.40609432626e-05
Polguere, Alain ==> 0.000161916633507
Baur, Judith ==> 0.000111958335672
Mansour, Saab ==> 4.59223047763e-05
Hazen, Timothy J. ==> 5.7787271078e-05
Lison, Pierre ==> 3.40938366648e-05
Lin, Xiaojun ==> 6.94062196078e-05
Cadag, Eithon ==> 1.48307128418e-05
Ma, Nian Li ==> 2.09402723574e-05
Anzaroot, Sam ==> 3.436565486e-05
Hashimoto, Chikara ==> 0.000275242110348
Terney, Thomas Vestskov ==> 1.6918208137e-05
Slavcheva, Milena ==> 2.62352734968e-05
Tromble, Roy W. ==> 0.000199964581865
Pennaccchiotti, Marco ==> 5.67904495592e-05
Sung, Cheng-Lung ==> 5.44113089478e-05
Sun, Jiashen ==> 3.12625585803e-05
Ananiadou, Sophia ==> 0.000661449347418
Jiang, Wei ==> 2.82503094578e-05
Bechet, Fr&eacute;d&eacute;ric ==> 8.16308685774e-05
Terai, Asuka ==> 6.46187110621e-05
Tissen, Anne ==> 2.80570366364e-05
Tummala, Dinesh ==> 3.63303429586e-05
Jensen, Lars J. ==> 3.08272735877e-05
Cellio, Monica J. ==> 2.5044972532e-05
Santamar&iacute;a, Celina ==> 2.73339006183e-05
Wang, Anruo ==> 1.75584688426e-05
Bloedorn, Eric ==> 6.51234564441e-05
Guez, Stephane ==> 2.22087977483e-05
Beaver, David ==> 3.45526717498e-05
Roberts, Susan ==> 5.0764581754e-05
Zhu, Xiaodan ==> 0.000117698224535
Parmentier, Thibault ==> 4.21997681224e-05
Yu, Shihong ==> 3.40363884286e-05
Mueller, Erik T. ==> 2.62106963764e-05
Li, Jufeng ==> 2.35489234961e-05
Ganev, Hristo ==> 1.80905922001e-05
Liu, Shing-Huan ==> 7.93537826939e-05
Liu, Yandong ==> 2.41304535442e-05
Rodr&iacute;guez Hern&aacute;ndez, Miguel ==> 1.70833539298e-05
Freitag, Dayne ==> 0.000210276907081
Fum, Danilo ==> 7.93666176639e-05
Debili, Fathi ==> 3.51147931733e-05
McDonald, Scott ==> 6.02580889478e-05
Pham, Peter T. ==> 2.78912660478e-05
Huang, Liang ==> 0.00101353855413
Lee, Chun-Jen ==> 5.4120338054e-05
Colas, Jose ==> 4.16440208645e-05
Rawding, Matt ==> 1.53644325072e-05
Burstein, Mark H. ==> 4.54055134512e-05
Alexander, David ==> 1.94247098635e-05
Sato, Taisuke ==> 1.38624781468e-05
Diagne, Abdel Kader ==> 7.78233963214e-05
Ferschke, Oliver ==> 2.29107112161e-05
Wakita, Toshiyuki ==> 1.52459092499e-05
Boschee, Elizabeth ==> 5.8097669345e-05
Gupta, Deepa ==> 3.08920150083e-05
Castellanos, A. ==> 1.93027450275e-05
Jordan, Desmond A. ==> 3.46650007715e-05
Elliott, Debbie ==> 2.04399852382e-05
Bender, Emily M. ==> 0.00032942544466
Mushin, Ilana ==> 1.47275324358e-05
Trujillo, Arturo ==> 3.53439328532e-05
Nilsson, Peter ==> 2.49645961034e-05
Tannier, Xavier ==> 6.86449985455e-05
Hartholt, Arno ==> 1.53230972171e-05
Funakoshi, Kotaro ==> 0.000152627830157
Yakhnenko, Oksana ==> 1.57338053661e-05
Park, Youngja ==> 7.27254807452e-05
Sag, Ivan A. ==> 3.31048330377e-05
Piasecki, Maciej ==> 3.01512490479e-05
Masuno, Naruaki ==> 1.67039668756e-05
Snider, Neal ==> 3.35597174004e-05
Ram&iacute;rez, Jessica ==> 1.50450983133e-05
Lin, Ying ==> 3.15183937848e-05
Moens, Marie-Francine ==> 0.00012944174997
Rau, Lisa F. ==> 0.000147128616884
Schoenmackers, Stefan ==> 0.000114038458107
Sakai, S. ==> 4.09019230599e-05
Usami, Yu ==> 2.77643404891e-05
White, Elizabeth ==> 2.30655732164e-05
Raman, Karthik ==> 2.97513031851e-05
MacCartney, Bill ==> 0.000204617732317
Phillips, Aaron ==> 3.04324448476e-05
Heger, Carmen ==> 2.49348852707e-05
Swift, Adam ==> 2.1685959995e-05
Giachin, Egidio ==> 5.03178169327e-05
Tohyama, Hitomi ==> 1.91195263934e-05
Chang, Chao-Huang ==> 4.83006916652e-05
Schroeder, Josh ==> 0.000421877186259
Sangal, Rajeev ==> 0.000174541590635
Nasukawa, Tetsuya ==> 0.000241560267665
Xu, Ying ==> 3.70962021873e-05
Olsen, Mari Broman ==> 6.46287913348e-05
Rizzolo, Nicholas ==> 3.946636239e-05
Glaysher, Elliot ==> 2.84850925203e-05
Pachunke, T. ==> 2.17818549094e-05
Evans, Roger ==> 0.000413980028964
Suthers, Daniel D. ==> 2.35842622211e-05
Yoshikawa, Katsumasa ==> 3.29167666007e-05
Huang, JinHu ==> 1.72996107932e-05
Fredj, Mounia ==> 6.4348484997e-05
Zhou, Yaqian ==> 9.81448726936e-05
Bhargava, Aditya ==> 0.000110721819039
Su, Jinsong ==> 6.11364798434e-05
Lee, Seung-Wook ==> 3.53665998969e-05
Winograd, Terry ==> 1.42944800962e-05
Chung, You-Jin ==> 1.77492814371e-05
Kogure, Satoru ==> 1.9076786473e-05
Bola&ntilde;os, Daniel ==> 1.48837790104e-05
Whitelaw, Casey ==> 8.0858914984e-05
Ackerman, Christopher ==> 2.10578242136e-05
Iida, Masayo ==> 8.84241127579e-05
Cavalli-Sforza, Violetta ==> 2.67378945786e-05
Holt, Alexander ==> 1.85843808501e-05
Hale, John ==> 0.000231758336167
Shrobe, Howard ==> 1.58070961907e-05
Hanaoka, Hiroki ==> 3.24649525561e-05
Bel, N&uacute;ria ==> 7.11133782045e-05
Nabende, Peter ==> 2.02393443132e-05
Wang, Chang ==> 3.54830334182e-05
Zhu, Wei-Jing ==> 0.00113308163927
Li, Xinxin ==> 5.19175870549e-05
Yoshida, Keiichi ==> 2.15895985645e-05
Hirohata, Kenji ==> 3.35168093858e-05
Huang, Ting-Hao ==> 3.7404538191e-05
Keim, Daniel A. ==> 2.61878497559e-05
Clement, Lionel ==> 3.03052598813e-05
Kirschner, Zdenek ==> 2.67528325115e-05
Jeong, Yoonjae ==> 2.84931625044e-05
&Ouml;zertem, Umut ==> 2.99012006523e-05
Ono, Takahiro ==> 1.36414870137e-05
Hollingshead, Kristy ==> 0.000172091027847
Bharadwaj G, Rohit ==> 2.1476699076e-05
Nitta, Tomoaki ==> 3.45314164783e-05
Pascual-Montano, Alberto ==> 3.06842484544e-05
Jolkovsky, A. ==> 2.71360534536e-05
Mayfield Tomokiyo, Laura ==> 6.73662251978e-05
Yamada, Setsuo ==> 5.72975729884e-05
J&ouml;nsson, Arne ==> 0.000113201564456
Hu, Xinhui ==> 3.03518926219e-05
F&uuml;l&ouml;p, Zolt&aacute;n ==> 2.09630731773e-05
Wooldridge, Michael ==> 2.42031670193e-05
Eales, James ==> 1.71448953188e-05
Branting, L. Karl ==> 1.37121045153e-05
Asai, Ryota ==> 1.56664771679e-05
Fan, Xinghua ==> 1.79244598857e-05
Martins, Andre ==> 0.000169927326589
Nouvel, Damien ==> 2.57384166447e-05
Vaz, Paula Cristina ==> 1.75340049287e-05
Wiemer-Hastings, Peter ==> 8.3791189739e-05
Chen, Lin ==> 3.47593521093e-05
McDonald, Ryan ==> 0.00208435773937
Hathaway, Chris ==> 3.34709123464e-05
Rayson, Paul ==> 0.000112282947575
Mudraya, Olga ==> 4.45317049823e-05
Tribble, Alicia ==> 5.38273184339e-05
Katz-Brown, Jason ==> 0.000131595843016
Onet, Adrian ==> 1.64739904953e-05
de Cock, Martine ==> 3.88139720531e-05
Daelemans, Walter ==> 0.00117949524087
Neri, Francesca ==> 1.45252943561e-05
Yoshikawa, Masatoshi ==> 4.95368287497e-05
Reiter, Raymond ==> 2.40092250278e-05
Lewandowska-Tomaszyk, Barbara ==> 2.07428314406e-05
DeSouza, Peter V. ==> 0.000363915263904
Wang, Li ==> 0.000133587246024
Hill, Jeff ==> 1.6670284195e-05
Marcinkiewicz, Mary Ann ==> 0.00172793476878
Vincze, Veronika ==> 0.00019106166842
Kadri, Youssef ==> 1.54045516702e-05
Liu, Haijing ==> 2.10225099463e-05
Tesler, Larry ==> 2.51966159362e-05
Hays, Ellen ==> 7.35098776997e-05
Gregoromichelaki, Eleni ==> 1.59312910849e-05
Strube de Lima, Vera Lucia ==> 2.5311131632e-05
Resnik, Gabriela ==> 2.39545048855e-05
Guo, Wenyuan ==> 8.65715940319e-05
Wang, Lu ==> 3.23090386286e-05
Smadja, Frank A. ==> 0.000547217983785
Halpern, Jack ==> 3.04256455522e-05
Waxmonsky, Sonjia ==> 7.54053528726e-05
Velardi, Roma ==> 1.70251659918e-05
Lang, Joel ==> 8.03744152614e-05
Sun, Gordon ==> 3.49063345559e-05
Good, Jeff ==> 6.0834815925e-05
Goldwasser, Dan ==> 0.000181119444896
Zhou, Dong ==> 0.000112822248547
Cohen-Sygal, Yael ==> 4.9671293072e-05
Song, Xin ==> 3.78245139476e-05
Gaffney, Scott ==> 2.57717832294e-05
Jarecki, Stanislaw ==> 1.57825747391e-05
Castell, Nuria ==> 1.864467548e-05
Mitra, Rudradeb ==> 1.83678624712e-05
Hong, Yu ==> 4.3922086217e-05
Lamel, Lori F. ==> 7.92263045588e-05
Gottwald, Sebastian ==> 1.39867394331e-05
Xu, Jinxi ==> 0.000266686857027
Cruz, Fernando ==> 1.56005963267e-05
Boyer, Kristy Elizabeth ==> 8.15667580854e-05
Goto, Hayato ==> 3.42033153733e-05
Oshika, Beatrice T. ==> 2.90913276888e-05
Stein, Adelheit ==> 3.60206586543e-05
Pai, Carol ==> 1.82950892588e-05
Symonenko, Svetlana ==> 1.78084817991e-05
Kording, Konrad P. ==> 4.17993621331e-05
Boyle-Hinrichs, Marie ==> 1.76971139059e-05
Goss-Grubbs, David ==> 2.78426691676e-05
Badulescu, Adriana ==> 0.000234740499125
Arabsorkhi, Mohsen ==> 2.29317183696e-05
Wang, Huizhen ==> 0.000109854385459
Prakash, Sushant ==> 6.54231298772e-05
Haji&#x10D;, Jan ==> 0.000823998291491
San-Segundo, Rub&eacute;n ==> 5.65532679443e-05
Zhou, Junsheng ==> 1.88413792116e-05
Hausman, Kevin ==> 6.14550386385e-05
Collobert, Ronan ==> 2.57663547851e-05
Wu, Xiaoyun ==> 6.3082703869e-05
Galron, Daniel ==> 3.54952090366e-05
Kim, Eunju ==> 2.48603112704e-05
Hutchens, Jason L. ==> 2.32697816679e-05
Yoshida, Minoru ==> 2.99553997025e-05
Smrz, Pavel ==> 1.64577491955e-05
Inui, Nobuo ==> 2.19368512952e-05
Kharrat, Alma ==> 1.76623402797e-05
Sandu, Oana ==> 1.63238761179e-05
Turian, Joseph P. ==> 0.000218644229316
Ben Abacha, Asma ==> 1.83400364145e-05
Bernth, Arendse ==> 3.55742188993e-05
Beamer, Brandon ==> 3.78917656393e-05
Globerson, Amir ==> 5.52064508121e-05
Broker, Norbert ==> 0.000142552447924
S&aelig;tre, Rune ==> 0.000152855505729
Vicente-D&iacute;ez, Mar&iacute;a Teresa ==> 3.95751210615e-05
Damper, Robert I. ==> 4.2499202377e-05
Munteanu, Cosmin ==> 3.54580042412e-05
Balakrishnan, Sreeram ==> 2.3674291851e-05
Colineau, Nathalie ==> 2.7247127549e-05
Yang, Dong ==> 4.33997066654e-05
Kumar, Ravi ==> 3.60301078403e-05
Aubin, Sophie ==> 2.23256657693e-05
Eklund, Robert ==> 7.73993483792e-05
Vazquez, Silvia ==> 2.68766857808e-05
Nguyen, Long ==> 0.000100659924699
Wu, Yu-Chieh ==> 0.000143580030944
Wang, Yue ==> 0.000122752282676
Nakagawa, Tohru ==> 3.65563856006e-05
Gurrutxaga, Antton ==> 2.40888871974e-05
Fang, Ji ==> 5.23939048178e-05
Rosenberg, Aaron ==> 3.6264631208e-05
Eld&eacute;n, Lars ==> 1.42288412771e-05
Chester, Daniel ==> 7.30257309229e-05
Kingsbury, Paul ==> 0.000470851405036
Dahl, George ==> 2.04347991507e-05
Stellato, Armando ==> 1.7673102892e-05
Hong, Jia-Fei ==> 2.83329887963e-05
Thompson, Bozena Henisz ==> 0.000106841698956
Boonthum, Chutima ==> 1.88248951829e-05
Simmons, Reid ==> 1.46996334408e-05
El Demerdash, Osama ==> 2.39227039902e-05
Ecker, Doris ==> 2.30682916017e-05
Whitton, Laura ==> 3.45526717498e-05
Mostefa, Djamel ==> 4.03440723604e-05
Kazawa, Hideto ==> 0.000175617530086
Kowalski, Andrea ==> 5.06703864918e-05
Matsuo, Mamoru ==> 2.00405517866e-05
Langmead, Greg ==> 6.87724657318e-05
Dumoulin, Benoit ==> 2.93385888558e-05
Kim, Su Nam ==> 0.000492751112837
Stark, Litza ==> 1.73470284727e-05
Martineau, Justin ==> 4.3135323324e-05
Trommer, Jochen ==> 1.82092753537e-05
Zervanou, Kalliopi ==> 1.71467811466e-05
Canon, Stephen ==> 0.000110382635562
Woods, William A. ==> 0.000146682664009
Montes-y-Gomez, Manuel ==> 2.48464288186e-05
Bao, Zhuowei ==> 2.7454253898e-05
Araki, Masahiro ==> 4.05096016926e-05
Spohr, Dennis ==> 4.00265989877e-05
Sedding, Julian ==> 1.73685393673e-05
Wu, Jian-Cheng ==> 0.000103934053666
Kizawa, Makoto ==> 2.90990298786e-05
Taguma, Haruka ==> 1.43548138325e-05
Mur, Jori ==> 4.69569866424e-05
Schnattinger, Klemens ==> 2.6222814523e-05
Felfoldi, Laszlo ==> 4.0172431849e-05
Mercer, Robert E. ==> 1.50982463372e-05
Reining, Astrid ==> 2.79200232019e-05
Xie, Zhuli ==> 3.41107459095e-05
Popat, Ashok C. ==> 0.000173449160387
Sacerdoti, Earl ==> 1.6670284195e-05
Kim, Yeun-Bae ==> 3.83257398748e-05
Yokoyama, Shoichi ==> 4.30817007806e-05
Yuan, Bo ==> 1.83011727165e-05
Goldstein-Stewart, Jade ==> 9.62420885919e-05
Ponte, Jay ==> 9.09262615388e-05
Das, Amitava ==> 6.89415936082e-05
Wasow, Thomas ==> 8.84255277463e-05
Xue, Xiangyang ==> 2.72282481565e-05
Di Manzo, Mauro ==> 6.9132045187e-05
Jeuniaux, Patrick ==> 1.83678624712e-05
Oemig, Frank ==> 1.97379546035e-05
Hinrichs, Erhard W. ==> 0.000177419170349
Kimura, Kenji ==> 2.45821172057e-05
Abb, Bernd ==> 2.58737218249e-05
Watanabe, Satoru ==> 3.49621928325e-05
Chang, Kuiyu ==> 1.6858888078e-05
Williams, John ==> 0.000165411562204
Marton, Yuval ==> 0.000395866529509
Fong, Cynthia ==> 4.74181620642e-05
Lan, Man ==> 4.52506231166e-05
Jiang, Yuankai ==> 2.42126609345e-05
Taylor, Gregory S. ==> 1.54511301658e-05
Constantin, Alexandra ==> 0.000603501267139
Dubiner, Moshe ==> 4.03118586537e-05
De Braekeleer, Gert ==> 2.4367731576e-05
Xi, Chenhai ==> 4.49740013597e-05
Prokopidis, Prokopis ==> 1.66682674598e-05
Wy, Wei ==> 3.9643167013e-05
Li, Ping ==> 2.9033313782e-05
Tisher, Gordon ==> 1.51620610599e-05
Croce, Danilo ==> 0.000145077847913
Demberg, Vera ==> 8.17250743705e-05
Foth, Kilian A. ==> 0.000122445162919
Shinzato, Keiji ==> 8.51642226914e-05
Fossum, Victoria Li ==> 0.000129457368849
Qin, Hauwei ==> 6.39979828083e-05
Schehl, Jan ==> 5.26623049061e-05
Godfrey, John J. ==> 0.000127318722254
Wang, Houfeng ==> 8.0761020201e-05
Riehemann, Susanne ==> 1.97765707478e-05
Gomes, Paulo ==> 3.0786573893e-05
Balasubramanian, Krishnakumar ==> 1.74072681922e-05
Balog, Krisztian ==> 3.96150746474e-05
